,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
19818,883,N,CNJ,ADV,VD,NUM,months,and,reportedly,received,one,N_CNJ,CNJ_VD,VD_NUM,ADV
19819,883,CNJ,ADV,VD,NUM,DET,and,reportedly,received,one,last,CNJ_ADV,ADV_NUM,NUM_DET,VD
19820,883,ADV,VD,NUM,DET,N,reportedly,received,one,last,night,ADV_VD,VD_DET,DET_N,PRO
19821,883,VD,NUM,DET,N,.,received,one,last,night,.,VD_NUM,NUM_N,N_.,DET
19822,883,NUM,DET,N,.,end,one,last,night,.,,NUM_DET,DET_.,._end,N
19823,883,DET,N,.,end,end,last,night,.,,,DET_N,N_end,end_end,.
21082,935,start,start,--,DET,ADJ,,,--,The,statewide,start_start,start_DET,DET_ADJ,--
21083,935,start,--,DET,ADJ,N,,--,The,statewide,meeting,start_--,--_ADJ,ADJ_N,DET
21084,935,--,DET,ADJ,N,P,--,The,statewide,meeting,of,--_DET,DET_N,N_P,ADJ
21085,935,DET,ADJ,N,P,N,The,statewide,meeting,of,war,DET_ADJ,ADJ_P,P_N,N
21086,935,ADJ,N,P,N,N,statewide,meeting,of,war,mothers,ADJ_N,N_N,N_N,P
21087,935,N,P,N,N,N,meeting,of,war,mothers,Tuesday,N_P,P_N,N_N,N
21088,935,P,N,N,N,P,of,war,mothers,Tuesday,in,P_N,N_N,N_P,N
21089,935,N,N,N,P,NP,war,mothers,Tuesday,in,Salem,N_N,N_P,P_NP,N
21090,935,N,N,P,NP,MOD,mothers,Tuesday,in,Salem,will,N_N,N_NP,NP_MOD,P
21091,935,N,P,NP,MOD,V,Tuesday,in,Salem,will,hear,N_P,P_MOD,MOD_V,NP
21092,935,P,NP,MOD,V,DET,in,Salem,will,hear,a,P_NP,NP_V,V_DET,MOD
21093,935,NP,MOD,V,DET,N,Salem,will,hear,a,greeting,NP_MOD,MOD_DET,DET_N,V
21094,935,MOD,V,DET,N,P,will,hear,a,greeting,from,MOD_V,V_N,N_P,DET
21095,935,V,DET,N,P,N,hear,a,greeting,from,Gov.,V_DET,DET_P,P_N,N
21096,935,DET,N,P,N,NP,a,greeting,from,Gov.,Mark,DET_N,N_N,N_NP,P
21097,935,N,P,N,NP,NP,greeting,from,Gov.,Mark,Hatfield,N_P,P_NP,NP_NP,N
21098,935,P,N,NP,NP,.,from,Gov.,Mark,Hatfield,.,P_N,N_NP,NP_.,NP
21099,935,N,NP,NP,.,end,Gov.,Mark,Hatfield,.,,N_NP,NP_.,._end,N
21100,935,NP,NP,.,end,end,Mark,Hatfield,.,,,NP_NP,NP_end,end_end,.
25896,1163,start,start,PRO,ADV,VD,,,He,really,crucified,start_start,start_ADV,ADV_VD,PRO
25897,1163,start,PRO,ADV,VD,PRO,,He,really,crucified,him,start_PRO,PRO_VD,VD_PRO,ADV
25898,1163,PRO,ADV,VD,PRO,PRO,He,really,crucified,him,he,PRO_ADV,ADV_PRO,PRO_PRO,V
25899,1163,ADV,VD,PRO,PRO,VD,really,crucified,him,he,nailed,ADV_VD,VD_PRO,PRO_VD,PRO
25900,1163,VD,PRO,PRO,VD,PRO,crucified,him,he,nailed,it,VD_PRO,PRO_VD,VD_PRO,V
25901,1163,PRO,PRO,VD,PRO,P,him,he,nailed,it,for,PRO_PRO,PRO_PRO,PRO_P,VD
25902,1163,PRO,VD,PRO,P,DET,he,nailed,it,for,a,PRO_VD,VD_P,P_DET,PRO
25903,1163,VD,PRO,P,DET,N,nailed,it,for,a,yard,VD_PRO,PRO_DET,DET_N,P
25904,1163,PRO,P,DET,N,N,it,for,a,yard,loss,PRO_P,P_N,N_N,DET
25905,1163,P,DET,N,N,'',for,a,yard,loss,'',P_DET,DET_N,N_'',N
25906,1163,DET,N,N,'',.,a,yard,loss,'',.,DET_N,N_'',''_.,N
25907,1163,N,N,'',.,end,yard,loss,'',.,,N_N,N_.,._end,N
25908,1163,N,'',.,end,end,loss,'',.,,,N_'',''_end,end_end,.
31002,1414,start,start,``,ADV,",",,,``,Nae,",",start_start,start_ADV,"ADV_,",``
31003,1414,start,``,ADV,",",N,,``,Nae,",",man,start_``,"``_,",",_N",N
31004,1414,``,ADV,",",N,'',``,Nae,",",man,'',``_ADV,ADV_N,N_'',","
31005,1414,ADV,",",N,'',",",Nae,",",man,'',",","ADV_,",",_''","''_,",N
31006,1414,",",N,'',",",VD,",",man,'',",",said,",_N","N_,",",_VD",''
31007,1414,N,'',",",VD,NP,man,'',",",said,Willie,N_'',''_VD,VD_NP,","
31008,1414,'',",",VD,NP,",",'',",",said,Willie,",","''_,",",_NP","NP_,",VN
31009,1414,",",VD,NP,",",``,",",said,Willie,",",``,",_VD","VD_,",",_``",NP
31010,1414,VD,NP,",",``,PRO,said,Willie,",",``,ye,VD_NP,NP_``,``_PRO,","
31011,1414,NP,",",``,PRO,MOD,Willie,",",``,ye,must,"NP_,",",_PRO",PRO_MOD,CNJ
31012,1414,",",``,PRO,MOD,V,",",``,ye,must,be,",_``",``_MOD,MOD_V,PRO
31013,1414,``,PRO,MOD,V,VG,``,ye,must,be,countin',``_PRO,PRO_V,V_VG,MOD
31014,1414,PRO,MOD,V,VG,DET,ye,must,be,countin',the,PRO_MOD,MOD_VG,VG_DET,V
31015,1414,MOD,V,VG,DET,N,must,be,countin',the,echoes,MOD_V,V_DET,DET_N,VG
31016,1414,V,VG,DET,N,'',be,countin',the,echoes,'',V_VG,VG_N,N_'',DET
31017,1414,VG,DET,N,'',.,countin',the,echoes,'',.,VG_DET,DET_'',''_.,N
31018,1414,DET,N,'',.,end,the,echoes,'',.,,DET_N,N_.,._end,''
31019,1414,N,'',.,end,end,echoes,'',.,,,N_'',''_end,end_end,.
34846,1601,start,start,NP,NUM,V,,,Dec.,22,is,start_start,start_NUM,NUM_V,NP
34847,1601,start,NP,NUM,V,DET,,Dec.,22,is,the,start_NP,NP_V,V_DET,NUM
34848,1601,NP,NUM,V,DET,N,Dec.,22,is,the,deadline,NP_NUM,NUM_DET,DET_N,P
34849,1601,NUM,V,DET,N,P,22,is,the,deadline,for,NUM_V,V_N,N_P,DET
34850,1601,V,DET,N,P,NP,is,the,deadline,for,Mrs.,V_DET,DET_P,P_NP,N
34851,1601,DET,N,P,NP,NP,the,deadline,for,Mrs.,Geraghty's,DET_N,N_NP,NP_NP,P
34852,1601,N,P,NP,NP,N,deadline,for,Mrs.,Geraghty's,return,N_P,P_NP,NP_N,NP
34853,1601,P,NP,NP,N,.,for,Mrs.,Geraghty's,return,;,P_NP,NP_N,N_.,NP
34854,1601,NP,NP,N,.,.,Mrs.,Geraghty's,return,;,;,NP_NP,NP_.,._.,ADJ
34855,1601,NP,N,.,.,end,Geraghty's,return,;,;,,NP_N,N_.,._end,.
34856,1601,N,.,.,end,end,return,;,;,,,N_.,._end,end_end,.
37764,1740,start,start,DET,V,V,,,Some,even,boast,start_start,start_V,V_V,DET
37765,1740,start,DET,V,V,NUM,,Some,even,boast,two,start_DET,DET_V,V_NUM,N
37766,1740,DET,V,V,NUM,N,Some,even,boast,two,pools,DET_V,V_NUM,NUM_N,V
37767,1740,V,V,NUM,N,",",even,boast,two,pools,",",V_V,V_N,"N_,",P
37768,1740,V,NUM,N,",",NUM,boast,two,pools,",",one,V_NUM,"NUM_,",",_NUM",N
37769,1740,NUM,N,",",NUM,P,two,pools,",",one,for,NUM_N,N_NUM,NUM_P,","
37770,1740,N,",",NUM,P,N,pools,",",one,for,adults,"N_,",",_P",P_N,PRO
37771,1740,",",NUM,P,N,CNJ,",",one,for,adults,and,",_NUM",NUM_N,N_CNJ,P
37772,1740,NUM,P,N,CNJ,NUM,one,for,adults,and,one,NUM_P,P_CNJ,CNJ_NUM,N
37773,1740,P,N,CNJ,NUM,P,for,adults,and,one,for,P_N,N_NUM,NUM_P,P
37774,1740,N,CNJ,NUM,P,N,adults,and,one,for,children,N_CNJ,CNJ_P,P_N,PRO
37775,1740,CNJ,NUM,P,N,.,and,one,for,children,.,CNJ_NUM,NUM_N,N_.,P
37776,1740,NUM,P,N,.,end,one,for,children,.,,NUM_P,P_.,._end,N
37777,1740,P,N,.,end,end,for,children,.,,,P_N,N_end,end_end,.
47301,2180,start,start,DET,N,VG,,,A,note,making,start_start,start_N,N_VG,DET
47302,2180,start,DET,N,VG,DET,,A,note,making,the,start_DET,DET_VG,VG_DET,N
47303,2180,DET,N,VG,DET,N,A,note,making,the,request,DET_N,N_DET,DET_N,N
47304,2180,N,VG,DET,N,V,note,making,the,request,was,N_VG,VG_N,N_V,DET
47305,2180,VG,DET,N,V,VN,making,the,request,was,handed,VG_DET,DET_V,V_VN,N
47306,2180,DET,N,V,VN,P,the,request,was,handed,to,DET_N,N_VN,VN_P,V
47307,2180,N,V,VN,P,NP,request,was,handed,to,U.S.,N_V,V_P,P_NP,VN
47308,2180,V,VN,P,NP,N,was,handed,to,U.S.,Ambassador,V_VN,VN_NP,NP_N,P
47309,2180,VN,P,NP,N,NP,handed,to,U.S.,Ambassador,Winthrop,VN_P,P_N,N_NP,NP
47310,2180,P,NP,N,NP,NP,to,U.S.,Ambassador,Winthrop,G.,P_NP,NP_NP,NP_NP,N
47311,2180,NP,N,NP,NP,NP,U.S.,Ambassador,Winthrop,G.,Brown,NP_N,N_NP,NP_NP,NP
47312,2180,N,NP,NP,NP,.,Ambassador,Winthrop,G.,Brown,.,N_NP,NP_NP,NP_.,NP
47313,2180,NP,NP,NP,.,end,Winthrop,G.,Brown,.,,NP_NP,NP_.,._end,NP
47314,2180,NP,NP,.,end,end,G.,Brown,.,,,NP_NP,NP_end,end_end,.
48392,2224,start,start,DET,ADJ,N,,,A,young,man,start_start,start_ADJ,ADJ_N,DET
48393,2224,start,DET,ADJ,N,V,,A,young,man,was,start_DET,DET_N,N_V,ADJ
48394,2224,DET,ADJ,N,V,VN,A,young,man,was,killed,DET_ADJ,ADJ_V,V_VN,N
48395,2224,ADJ,N,V,VN,CNJ,young,man,was,killed,and,ADJ_N,N_VN,VN_CNJ,V
48396,2224,N,V,VN,CNJ,NUM,man,was,killed,and,two,N_V,V_CNJ,CNJ_NUM,VN
48397,2224,V,VN,CNJ,NUM,N,was,killed,and,two,others,V_VN,VN_NUM,NUM_N,CNJ
48398,2224,VN,CNJ,NUM,N,VN,killed,and,two,others,injured,VN_CNJ,CNJ_N,N_VN,NUM
48399,2224,CNJ,NUM,N,VN,P,and,two,others,injured,at,CNJ_NUM,NUM_VN,VN_P,N
48400,2224,NUM,N,VN,P,N,two,others,injured,at,midnight,NUM_N,N_P,P_N,VN
48401,2224,N,VN,P,N,N,others,injured,at,midnight,Friday,N_VN,VN_N,N_N,P
48402,2224,VN,P,N,N,WH,injured,at,midnight,Friday,when,VN_P,P_N,N_WH,N
48403,2224,P,N,N,WH,DET,at,midnight,Friday,when,the,P_N,N_WH,WH_DET,N
48404,2224,N,N,WH,DET,N,midnight,Friday,when,the,car,N_N,N_DET,DET_N,P
48405,2224,N,WH,DET,N,PRO,Friday,when,the,car,they,N_WH,WH_N,N_PRO,DET
48406,2224,WH,DET,N,PRO,V,when,the,car,they,were,WH_DET,DET_PRO,PRO_V,N
48407,2224,DET,N,PRO,V,VG,the,car,they,were,riding,DET_N,N_V,V_VG,PRO
48408,2224,N,PRO,V,VG,VD,car,they,were,riding,slid,N_PRO,PRO_VG,VG_VD,V
48409,2224,PRO,V,VG,VD,P,they,were,riding,slid,into,PRO_V,V_VD,VD_P,N
48410,2224,V,VG,VD,P,DET,were,riding,slid,into,a,V_VG,VG_P,P_DET,N
48411,2224,VG,VD,P,DET,N,riding,slid,into,a,utility,VG_VD,VD_DET,DET_N,P
48412,2224,VD,P,DET,N,N,slid,into,a,utility,pole,VD_P,P_N,N_N,DET
48413,2224,P,DET,N,N,P,into,a,utility,pole,on,P_DET,DET_N,N_P,N
48414,2224,DET,N,N,P,N,a,utility,pole,on,Lake,DET_N,N_P,P_N,N
48415,2224,N,N,P,N,N,utility,pole,on,Lake,Avenue,N_N,N_N,N_N,P
48416,2224,N,P,N,N,P,pole,on,Lake,Avenue,near,N_P,P_N,N_P,N
48417,2224,P,N,N,P,NP,on,Lake,Avenue,near,Waddell,P_N,N_P,P_NP,N
48418,2224,N,N,P,NP,N,Lake,Avenue,near,Waddell,Street,N_N,N_NP,NP_N,P
48419,2224,N,P,NP,N,",",Avenue,near,Waddell,Street,",",N_P,P_N,"N_,",NP
48420,2224,P,NP,N,",",N,near,Waddell,Street,",",NE,P_NP,"NP_,",",_N",N
48421,2224,NP,N,",",N,",",Waddell,Street,",",NE,",",NP_N,N_N,"N_,",","
48422,2224,N,",",N,",",N,Street,",",NE,",",police,"N_,",",_,",",_N",N
48423,2224,",",N,",",N,VD,",",NE,",",police,said,",_N",N_N,N_VD,","
48424,2224,N,",",N,VD,.,NE,",",police,said,.,"N_,",",_VD",VD_.,N
48425,2224,",",N,VD,.,end,",",police,said,.,,",_N",N_.,._end,VD
48426,2224,N,VD,.,end,end,police,said,.,,,N_VD,VD_end,end_end,.
54645,2522,start,start,NP,",",NP,,,Asilomar,",",March,start_start,"start_,",",_NP",N
54646,2522,start,NP,",",NP,NUM,,Asilomar,",",March,26,start_NP,NP_NP,NP_NUM,","
54647,2522,NP,",",NP,NUM,end,Asilomar,",",March,26,,"NP_,",",_NUM",NUM_end,NP
54648,2522,",",NP,NUM,end,end,",",March,26,,,",_NP",NP_end,end_end,NUM
56503,2608,start,start,DET,N,N,,,The,radiation,station,start_start,start_N,N_N,DET
56504,2608,start,DET,N,N,P,,The,radiation,station,of,start_DET,DET_N,N_P,N
56505,2608,DET,N,N,P,DET,The,radiation,station,of,the,DET_N,N_P,P_DET,N
56506,2608,N,N,P,DET,NP,radiation,station,of,the,Chicago,N_N,N_DET,DET_NP,P
56507,2608,N,P,DET,NP,N,station,of,the,Chicago,board,N_P,P_NP,NP_N,DET
56508,2608,P,DET,NP,N,P,of,the,Chicago,board,of,P_DET,DET_N,N_P,NP
56509,2608,DET,NP,N,P,N,the,Chicago,board,of,health,DET_NP,NP_P,P_N,N
56510,2608,NP,N,P,N,VD,Chicago,board,of,health,recorded,NP_N,N_N,N_VD,P
56511,2608,N,P,N,VD,DET,board,of,health,recorded,a,N_P,P_VD,VD_DET,N
56512,2608,P,N,VD,DET,N,of,health,recorded,a,reading,P_N,N_DET,DET_N,VN
56513,2608,N,VD,DET,N,P,health,recorded,a,reading,of,N_VD,VD_N,N_P,DET
56514,2608,VD,DET,N,P,NUM,recorded,a,reading,of,1,VD_DET,DET_P,P_NUM,N
56515,2608,DET,N,P,NUM,N,a,reading,of,1,micro-microcurie,DET_N,N_NUM,NUM_N,P
56516,2608,N,P,NUM,N,P,reading,of,1,micro-microcurie,of,N_P,P_N,N_P,N
56517,2608,P,NUM,N,P,N,of,1,micro-microcurie,of,radiation,P_NUM,NUM_P,P_N,N
56518,2608,NUM,N,P,N,P,1,micro-microcurie,of,radiation,per,NUM_N,N_N,N_P,P
56519,2608,N,P,N,P,ADJ,micro-microcurie,of,radiation,per,cubic,N_P,P_P,P_ADJ,N
56520,2608,P,N,P,ADJ,N,of,radiation,per,cubic,meter,P_N,N_ADJ,ADJ_N,P
56521,2608,N,P,ADJ,N,P,radiation,per,cubic,meter,of,N_P,P_N,N_P,N
56522,2608,P,ADJ,N,P,N,per,cubic,meter,of,air,P_ADJ,ADJ_P,P_N,N
56523,2608,ADJ,N,P,N,P,cubic,meter,of,air,over,ADJ_N,N_N,N_P,P
56524,2608,N,P,N,P,NP,meter,of,air,over,Chicago,N_P,P_P,P_NP,N
56525,2608,P,N,P,NP,N,of,air,over,Chicago,yesterday,P_N,N_NP,NP_N,P
56526,2608,N,P,NP,N,.,air,over,Chicago,yesterday,.,N_P,P_N,N_.,NP
56527,2608,P,NP,N,.,end,over,Chicago,yesterday,.,,P_NP,NP_.,._end,N
56528,2608,NP,N,.,end,end,Chicago,yesterday,.,,,NP_N,N_end,end_end,.
62803,2903,start,start,DET,N,VD,,,The,Service,announced,start_start,start_N,N_VD,DET
62804,2903,start,DET,N,VD,CNJ,,The,Service,announced,that,start_DET,DET_VD,VD_CNJ,N
62805,2903,DET,N,VD,CNJ,N,The,Service,announced,that,taxpayers,DET_N,N_CNJ,CNJ_N,VD
62806,2903,N,VD,CNJ,N,VG,Service,announced,that,taxpayers,making,N_VD,VD_N,N_VG,DET
62807,2903,VD,CNJ,N,VG,ADJ,announced,that,taxpayers,making,such,VD_CNJ,CNJ_VG,VG_ADJ,N
62808,2903,CNJ,N,VG,ADJ,N,that,taxpayers,making,such,claims,CNJ_N,N_ADJ,ADJ_N,VG
62809,2903,N,VG,ADJ,N,MOD,taxpayers,making,such,claims,may,N_VG,VG_N,N_MOD,DET
62810,2903,VG,ADJ,N,MOD,V,making,such,claims,may,be,VG_ADJ,ADJ_MOD,MOD_V,N
62811,2903,ADJ,N,MOD,V,VN,such,claims,may,be,called,ADJ_N,N_V,V_VN,NP
62812,2903,N,MOD,V,VN,ADV,claims,may,be,called,on,N_MOD,MOD_VN,VN_ADV,V
62813,2903,MOD,V,VN,ADV,TO,may,be,called,on,to,MOD_V,V_ADV,ADV_TO,VN
62814,2903,V,VN,ADV,TO,V,be,called,on,to,furnish,V_VN,VN_TO,TO_V,P
62815,2903,VN,ADV,TO,V,DET,called,on,to,furnish,a,VN_ADV,ADV_V,V_DET,TO
62816,2903,ADV,TO,V,DET,N,on,to,furnish,a,statement,ADV_TO,TO_DET,DET_N,V
62817,2903,TO,V,DET,N,P,to,furnish,a,statement,from,TO_V,V_N,N_P,DET
62818,2903,V,DET,N,P,DET,furnish,a,statement,from,the,V_DET,DET_P,P_DET,N
62819,2903,DET,N,P,DET,N,a,statement,from,the,recipient,DET_N,N_DET,DET_N,P
62820,2903,N,P,DET,N,N,statement,from,the,recipient,organization,N_P,P_N,N_N,DET
62821,2903,P,DET,N,N,VG,from,the,recipient,organization,showing,P_DET,DET_N,N_VG,N
62822,2903,DET,N,N,VG,DET,the,recipient,organization,showing,the,DET_N,N_VG,VG_DET,N
62823,2903,N,N,VG,DET,N,recipient,organization,showing,the,date,N_N,N_DET,DET_N,N
62824,2903,N,VG,DET,N,",",organization,showing,the,date,",",N_VG,VG_N,"N_,",DET
62825,2903,VG,DET,N,",",N,showing,the,date,",",purpose,VG_DET,"DET_,",",_N",N
62826,2903,DET,N,",",N,",",the,date,",",purpose,",",DET_N,N_N,"N_,",","
62827,2903,N,",",N,",",N,date,",",purpose,",",amount,"N_,",",_,",",_N",N
62828,2903,",",N,",",N,CNJ,",",purpose,",",amount,and,",_N",N_N,N_CNJ,","
62829,2903,N,",",N,CNJ,DET,purpose,",",amount,and,other,"N_,",",_CNJ",CNJ_DET,N
62830,2903,",",N,CNJ,DET,N,",",amount,and,other,particulars,",_N",N_DET,DET_N,CNJ
62831,2903,N,CNJ,DET,N,P,amount,and,other,particulars,of,N_CNJ,CNJ_N,N_P,DET
62832,2903,CNJ,DET,N,P,DET,and,other,particulars,of,the,CNJ_DET,DET_P,P_DET,N
62833,2903,DET,N,P,DET,N,other,particulars,of,the,contribution,DET_N,N_DET,DET_N,P
62834,2903,N,P,DET,N,.,particulars,of,the,contribution,.,N_P,P_N,N_.,DET
62835,2903,P,DET,N,.,end,of,the,contribution,.,,P_DET,DET_.,._end,N
62836,2903,DET,N,.,end,end,the,contribution,.,,,DET_N,N_end,end_end,.
65790,3039,start,start,N,V,V,,,Invitations,have,been,start_start,start_V,V_V,N
65791,3039,start,N,V,V,VN,,Invitations,have,been,extended,start_N,N_V,V_VN,V
65792,3039,N,V,V,VN,P,Invitations,have,been,extended,to,N_V,V_VN,VN_P,V
65793,3039,V,V,VN,P,DET,have,been,extended,to,some,V_V,V_P,P_DET,VN
65794,3039,V,VN,P,DET,NP,been,extended,to,some,Austin,V_VN,VN_DET,DET_NP,P
65795,3039,VN,P,DET,NP,N,extended,to,some,Austin,dignitaries,VN_P,P_NP,NP_N,DET
65796,3039,P,DET,NP,N,P,to,some,Austin,dignitaries,including,P_DET,DET_N,N_P,P
65797,3039,DET,NP,N,P,N,some,Austin,dignitaries,including,Gov.,DET_NP,NP_P,P_N,","
65798,3039,NP,N,P,N,CNJ,Austin,dignitaries,including,Gov.,and,NP_N,N_N,N_CNJ,P
65799,3039,N,P,N,CNJ,NP,dignitaries,including,Gov.,and,Mrs.,N_P,P_CNJ,CNJ_NP,N
65800,3039,P,N,CNJ,NP,NP,including,Gov.,and,Mrs.,Price,P_N,N_NP,NP_NP,CNJ
65801,3039,N,CNJ,NP,NP,NP,Gov.,and,Mrs.,Price,Daniel,N_CNJ,CNJ_NP,NP_NP,NP
65802,3039,CNJ,NP,NP,NP,.,and,Mrs.,Price,Daniel,.,CNJ_NP,NP_NP,NP_.,NP
65803,3039,NP,NP,NP,.,end,Mrs.,Price,Daniel,.,,NP_NP,NP_.,._end,NP
65804,3039,NP,NP,.,end,end,Price,Daniel,.,,,NP_NP,NP_end,end_end,NP
65931,3049,start,start,N,N,VG,,,Committee,members,aiding,start_start,start_N,N_VG,N
65932,3049,start,N,N,VG,PRO,,Committee,members,aiding,them,start_N,N_VG,VG_PRO,P
65933,3049,N,N,VG,PRO,P,Committee,members,aiding,them,in,N_N,N_PRO,PRO_P,VG
65934,3049,N,VG,PRO,P,VG,members,aiding,them,in,planning,N_VG,VG_P,P_VG,PRO
65935,3049,VG,PRO,P,VG,DET,aiding,them,in,planning,the,VG_PRO,PRO_VG,VG_DET,P
65936,3049,PRO,P,VG,DET,N,them,in,planning,the,entertainment,PRO_P,P_DET,DET_N,N
65937,3049,P,VG,DET,N,V,in,planning,the,entertainment,are,P_VG,VG_N,N_V,DET
65938,3049,VG,DET,N,V,N,planning,the,entertainment,are,Messrs,VG_DET,DET_V,V_N,N
65939,3049,DET,N,V,N,CNJ,the,entertainment,are,Messrs,and,DET_N,N_N,N_CNJ,V
65940,3049,N,V,N,CNJ,N,entertainment,are,Messrs,and,Mmes,N_V,V_CNJ,CNJ_N,N
65941,3049,V,N,CNJ,N,NP,are,Messrs,and,Mmes,Roy,V_N,N_N,N_NP,CNJ
65942,3049,N,CNJ,N,NP,NP,Messrs,and,Mmes,Roy,McKee,N_CNJ,CNJ_NP,NP_NP,N
65943,3049,CNJ,N,NP,NP,",",and,Mmes,Roy,McKee,",",CNJ_N,N_NP,"NP_,",NP
65944,3049,N,NP,NP,",",NP,Mmes,Roy,McKee,",",George,N_NP,"NP_,",",_NP",NP
65945,3049,NP,NP,",",NP,NP,Roy,McKee,",",George,McElyee,NP_NP,NP_NP,NP_NP,","
65946,3049,NP,",",NP,NP,",",McKee,",",George,McElyee,",","NP_,",",_NP","NP_,",NP
65947,3049,",",NP,NP,",",NP,",",George,McElyee,",",Jack,",_NP","NP_,",",_NP",NP
65948,3049,NP,NP,",",NP,NP,George,McElyee,",",Jack,Fanning,NP_NP,NP_NP,NP_NP,","
65949,3049,NP,",",NP,NP,",",McElyee,",",Jack,Fanning,",","NP_,",",_NP","NP_,",NP
65950,3049,",",NP,NP,",",NP,",",Jack,Fanning,",",W.,",_NP","NP_,",",_NP",NP
65951,3049,NP,NP,",",NP,NP,Jack,Fanning,",",W.,H.,NP_NP,NP_NP,NP_NP,","
65952,3049,NP,",",NP,NP,NP,Fanning,",",W.,H.,Roquemore,"NP_,",",_NP",NP_NP,NP
65953,3049,",",NP,NP,NP,CNJ,",",W.,H.,Roquemore,and,",_NP",NP_NP,NP_CNJ,NP
65954,3049,NP,NP,NP,CNJ,NP,W.,H.,Roquemore,and,Joe,NP_NP,NP_CNJ,CNJ_NP,NP
65955,3049,NP,NP,CNJ,NP,NP,H.,Roquemore,and,Joe,Darrow,NP_NP,NP_NP,NP_NP,CNJ
65956,3049,NP,CNJ,NP,NP,.,Roquemore,and,Joe,Darrow,.,NP_CNJ,CNJ_NP,NP_.,NP
65957,3049,CNJ,NP,NP,.,end,and,Joe,Darrow,.,,CNJ_NP,NP_.,._end,NP
65958,3049,NP,NP,.,end,end,Joe,Darrow,.,,,NP_NP,NP_end,end_end,.
71869,3331,start,start,PRO,V,VG,,,He,was,getting,start_start,start_V,V_VG,PRO
71870,3331,start,PRO,V,VG,DET,,He,was,getting,the,start_PRO,PRO_VG,VG_DET,V
71871,3331,PRO,V,VG,DET,N,He,was,getting,the,feel,PRO_V,V_DET,DET_N,VG
71872,3331,V,VG,DET,N,P,was,getting,the,feel,of,V_VG,VG_N,N_P,DET
71873,3331,VG,DET,N,P,DET,getting,the,feel,of,the,VG_DET,DET_P,P_DET,N
71874,3331,DET,N,P,DET,N,the,feel,of,the,room,DET_N,N_DET,DET_N,P
71875,3331,N,P,DET,N,P,feel,of,the,room,for,N_P,P_N,N_P,DET
71876,3331,P,DET,N,P,DET,of,the,room,for,a,P_DET,DET_P,P_DET,N
71877,3331,DET,N,P,DET,N,the,room,for,a,concert,DET_N,N_DET,DET_N,P
71878,3331,N,P,DET,N,N,room,for,a,concert,tomorrow,N_P,P_N,N_N,DET
71879,3331,P,DET,N,N,N,for,a,concert,tomorrow,night,P_DET,DET_N,N_N,N
71880,3331,DET,N,N,N,P,a,concert,tomorrow,night,for,DET_N,N_N,N_P,N
71881,3331,N,N,N,P,NP,concert,tomorrow,night,for,Puerto,N_N,N_P,P_NP,N
71882,3331,N,N,P,NP,NP,tomorrow,night,for,Puerto,Rico,N_N,N_NP,NP_NP,P
71883,3331,N,P,NP,NP,N,night,for,Puerto,Rico,Governor,N_P,P_NP,NP_N,NP
71884,3331,P,NP,NP,N,NP,for,Puerto,Rico,Governor,Luis,P_NP,NP_N,N_NP,NP
71885,3331,NP,NP,N,NP,NP,Puerto,Rico,Governor,Luis,Munoz,NP_NP,NP_NP,NP_NP,","
71886,3331,NP,N,NP,NP,NP,Rico,Governor,Luis,Munoz,Marin,NP_N,N_NP,NP_NP,NP
71887,3331,N,NP,NP,NP,.,Governor,Luis,Munoz,Marin,.,N_NP,NP_NP,NP_.,NP
71888,3331,NP,NP,NP,.,end,Luis,Munoz,Marin,.,,NP_NP,NP_.,._end,NP
71889,3331,NP,NP,.,end,end,Munoz,Marin,.,,,NP_NP,NP_end,end_end,N
79195,3650,start,start,ADJ,N,V,,,Adequate,compensation,is,start_start,start_N,N_V,DET
79196,3650,start,ADJ,N,V,ADJ,,Adequate,compensation,is,indispensable,start_ADJ,ADJ_V,V_ADJ,N
79197,3650,ADJ,N,V,ADJ,.,Adequate,compensation,is,indispensable,.,ADJ_N,N_ADJ,ADJ_.,V
79198,3650,N,V,ADJ,.,end,compensation,is,indispensable,.,,N_V,V_.,._end,ADJ
79199,3650,V,ADJ,.,end,end,is,indispensable,.,,,V_ADJ,ADJ_end,end_end,.
85726,3905,start,start,NP,VD,P,,,Player,began,with,start_start,start_VD,VD_P,N
85727,3905,start,NP,VD,P,DET,,Player,began,with,a,start_NP,NP_P,P_DET,VD
85728,3905,NP,VD,P,DET,N,Player,began,with,a,birdie,NP_VD,VD_DET,DET_N,P
85729,3905,VD,P,DET,N,P,began,with,a,birdie,on,VD_P,P_N,N_P,DET
85730,3905,P,DET,N,P,DET,with,a,birdie,on,the,P_DET,DET_P,P_DET,N
85731,3905,DET,N,P,DET,NUM,a,birdie,on,the,first,DET_N,N_DET,DET_NUM,P
85732,3905,N,P,DET,NUM,N,birdie,on,the,first,hole,N_P,P_NUM,NUM_N,DET
85733,3905,P,DET,NUM,N,",",on,the,first,hole,",",P_DET,DET_N,"N_,",NUM
85734,3905,DET,NUM,N,",",VD,the,first,hole,",",added,DET_NUM,"NUM_,",",_VD",N
85735,3905,NUM,N,",",VD,NUM,first,hole,",",added,five,NUM_N,N_VD,VD_NUM,","
