,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
514858,23406,N,P,ADJ,N,P,exploration,of,outer,space,for,N_P,P_N,N_P,ADJ
514859,23406,P,ADJ,N,P,DET,of,outer,space,for,the,P_ADJ,ADJ_P,P_DET,N
514860,23406,ADJ,N,P,DET,ADJ,outer,space,for,the,ultimate,ADJ_N,N_DET,DET_ADJ,P
514861,23406,N,P,DET,ADJ,N,space,for,the,ultimate,benefit,N_P,P_ADJ,ADJ_N,DET
514862,23406,P,DET,ADJ,N,P,for,the,ultimate,benefit,of,P_DET,DET_N,N_P,ADJ
514863,23406,DET,ADJ,N,P,DET,the,ultimate,benefit,of,all,DET_ADJ,ADJ_P,P_DET,N
514864,23406,ADJ,N,P,DET,N,ultimate,benefit,of,all,mankind,ADJ_N,N_DET,DET_N,P
514865,23406,N,P,DET,N,.,benefit,of,all,mankind,.,N_P,P_N,N_.,DET
514866,23406,P,DET,N,.,end,of,all,mankind,.,,P_DET,DET_.,._end,N
514867,23406,DET,N,.,end,end,all,mankind,.,,,DET_N,N_end,end_end,.
552067,25043,start,start,CNJ,DET,NUM,,,But,this,one,start_start,start_DET,DET_NUM,CNJ
552068,25043,start,CNJ,DET,NUM,V,,But,this,one,was,start_CNJ,CNJ_NUM,NUM_V,DET
552069,25043,CNJ,DET,NUM,V,.,But,this,one,was,.,CNJ_DET,DET_V,V_.,PRO
552070,25043,DET,NUM,V,.,end,this,one,was,.,,DET_NUM,NUM_.,._end,V
552071,25043,NUM,V,.,end,end,one,was,.,,,NUM_V,V_end,end_end,.
564709,25594,start,start,PRO,ADV,V,,,They,even,accept,start_start,start_ADV,ADV_V,PRO
564710,25594,start,PRO,ADV,V,DET,,They,even,accept,the,start_PRO,PRO_V,V_DET,ADV
564711,25594,PRO,ADV,V,DET,``,They,even,accept,the,``,PRO_ADV,ADV_DET,DET_``,V
564712,25594,ADV,V,DET,``,ADJ,even,accept,the,``,double,ADV_V,V_``,``_ADJ,DET
564713,25594,V,DET,``,ADJ,N,accept,the,``,double,standard,V_DET,DET_ADJ,ADJ_N,``
564714,25594,DET,``,ADJ,N,'',the,``,double,standard,'',DET_``,``_N,N_'',ADJ
564715,25594,``,ADJ,N,'',P,``,double,standard,'',of,``_ADJ,ADJ_'',''_P,N
564716,25594,ADJ,N,'',P,N,double,standard,'',of,sex,ADJ_N,N_P,P_N,N
564717,25594,N,'',P,N,N,standard,'',of,sex,morality,N_'',''_N,N_N,P
564718,25594,'',P,N,N,P,'',of,sex,morality,in,''_P,P_N,N_P,N
564719,25594,P,N,N,P,DET,of,sex,morality,in,a,P_N,N_P,P_DET,N
564720,25594,N,N,P,DET,ADJ,sex,morality,in,a,double,N_N,N_DET,DET_ADJ,P
564721,25594,N,P,DET,ADJ,N,morality,in,a,double,sense,N_P,P_ADJ,ADJ_N,DET
564722,25594,P,DET,ADJ,N,",",in,a,double,sense,",",P_DET,DET_N,"N_,",ADJ
564723,25594,DET,ADJ,N,",",ADV,a,double,sense,",",i.e.,DET_ADJ,"ADJ_,",",_ADV",N
564724,25594,ADJ,N,",",ADV,",",double,sense,",",i.e.,",",ADJ_N,N_ADV,"ADV_,",","
564725,25594,N,",",ADV,",",DET,sense,",",i.e.,",",both,"N_,",",_,",",_DET",ADV
564726,25594,",",ADV,",",DET,N,",",i.e.,",",both,sexes,",_ADV",ADV_DET,DET_N,","
564727,25594,ADV,",",DET,N,V,i.e.,",",both,sexes,agree,"ADV_,",",_N",N_V,DET
564728,25594,",",DET,N,V,CNJ,",",both,sexes,agree,that,",_DET",DET_V,V_CNJ,N
564729,25594,DET,N,V,CNJ,N,both,sexes,agree,that,standards,DET_N,N_CNJ,CNJ_N,V
564730,25594,N,V,CNJ,N,P,sexes,agree,that,standards,for,N_V,V_N,N_P,CNJ
564731,25594,V,CNJ,N,P,N,agree,that,standards,for,men,V_CNJ,CNJ_P,P_N,N
564732,25594,CNJ,N,P,N,V,that,standards,for,men,differ,CNJ_N,N_N,N_V,P
564733,25594,N,P,N,V,P,standards,for,men,differ,from,N_P,P_V,V_P,N
564734,25594,P,N,V,P,N,for,men,differ,from,standards,P_N,N_P,P_N,V
564735,25594,N,V,P,N,P,men,differ,from,standards,for,N_V,V_N,N_P,P
564736,25594,V,P,N,P,N,differ,from,standards,for,women,V_P,P_P,P_N,N
564737,25594,P,N,P,N,",",from,standards,for,women,",",P_N,N_N,"N_,",P
564738,25594,N,P,N,",",CNJ,standards,for,women,",",and,N_P,"P_,",",_CNJ",N
564739,25594,P,N,",",CNJ,N,for,women,",",and,women,P_N,N_CNJ,CNJ_N,","
564740,25594,N,",",CNJ,N,V,women,",",and,women,apply,"N_,",",_N",N_V,CNJ
564741,25594,",",CNJ,N,V,P,",",and,women,apply,to,",_CNJ",CNJ_V,V_P,N
564742,25594,CNJ,N,V,P,DET,and,women,apply,to,both,CNJ_N,N_P,P_DET,V
564743,25594,N,V,P,DET,N,women,apply,to,both,sexes,N_V,V_DET,DET_N,P
564744,25594,V,P,DET,N,DET,apply,to,both,sexes,a,V_P,P_N,N_DET,DET
564745,25594,P,DET,N,DET,N,to,both,sexes,a,standard,P_DET,DET_DET,DET_N,N
564746,25594,DET,N,DET,N,ADJ,both,sexes,a,standard,different,DET_N,N_N,N_ADJ,DET
564747,25594,N,DET,N,ADJ,P,sexes,a,standard,different,from,N_DET,DET_ADJ,ADJ_P,N
564748,25594,DET,N,ADJ,P,DET,a,standard,different,from,that,DET_N,N_P,P_DET,ADJ
564749,25594,N,ADJ,P,DET,VN,standard,different,from,that,held,N_ADJ,ADJ_DET,DET_VN,P
564750,25594,ADJ,P,DET,VN,P,different,from,that,held,by,ADJ_P,P_VN,VN_P,DET
564751,25594,P,DET,VN,P,N,from,that,held,by,men,P_DET,DET_P,P_N,VN
564752,25594,DET,VN,P,N,.,that,held,by,men,.,DET_VN,VN_N,N_.,P
564753,25594,VN,P,N,.,end,held,by,men,.,,VN_P,P_.,._end,N
564754,25594,P,N,.,end,end,by,men,.,,,P_N,N_end,end_end,.
590006,26512,start,start,PRO,ADJ,N,,,His,later,boastings,start_start,start_ADJ,ADJ_N,PRO
590007,26512,start,PRO,ADJ,N,P,,His,later,boastings,of,start_PRO,PRO_N,N_P,ADJ
590008,26512,PRO,ADJ,N,P,PRO,His,later,boastings,of,his,PRO_ADJ,ADJ_P,P_PRO,N
590009,26512,ADJ,N,P,PRO,N,later,boastings,of,his,skill,ADJ_N,N_PRO,PRO_N,P
590010,26512,N,P,PRO,N,P,boastings,of,his,skill,with,N_P,P_N,N_P,PRO
590011,26512,P,PRO,N,P,DET,of,his,skill,with,the,P_PRO,PRO_P,P_DET,N
590012,26512,PRO,N,P,DET,ADJ,his,skill,with,the,small,PRO_N,N_DET,DET_ADJ,P
590013,26512,N,P,DET,ADJ,N,skill,with,the,small,sword,N_P,P_ADJ,ADJ_N,DET
590014,26512,P,DET,ADJ,N,V,with,the,small,sword,are,P_DET,DET_N,N_V,ADJ
590015,26512,DET,ADJ,N,V,ADJ,the,small,sword,are,indicative,DET_ADJ,ADJ_V,V_ADJ,N
590016,26512,ADJ,N,V,ADJ,P,small,sword,are,indicative,of,ADJ_N,N_ADJ,ADJ_P,V
590017,26512,N,V,ADJ,P,DET,sword,are,indicative,of,much,N_V,V_P,P_DET,ADJ
590018,26512,V,ADJ,P,DET,N,are,indicative,of,much,time,V_ADJ,ADJ_DET,DET_N,P
590019,26512,ADJ,P,DET,N,CNJ,indicative,of,much,time,and,ADJ_P,P_N,N_CNJ,DET
590020,26512,P,DET,N,CNJ,N,of,much,time,and,practice,P_DET,DET_CNJ,CNJ_N,N
590021,26512,DET,N,CNJ,N,VN,much,time,and,practice,devoted,DET_N,N_N,N_VN,CNJ
590022,26512,N,CNJ,N,VN,P,time,and,practice,devoted,to,N_CNJ,CNJ_VN,VN_P,N
590023,26512,CNJ,N,VN,P,DET,and,practice,devoted,to,the,CNJ_N,N_P,P_DET,VD
590024,26512,N,VN,P,DET,N,practice,devoted,to,the,use,N_VN,VN_DET,DET_N,P
590025,26512,VN,P,DET,N,P,devoted,to,the,use,of,VN_P,P_N,N_P,DET
590026,26512,P,DET,N,P,DET,to,the,use,of,that,P_DET,DET_P,P_DET,N
590027,26512,DET,N,P,DET,N,the,use,of,that,weapon,DET_N,N_DET,DET_N,P
590028,26512,N,P,DET,N,.,use,of,that,weapon,.,N_P,P_N,N_.,DET
590029,26512,P,DET,N,.,end,of,that,weapon,.,,P_DET,DET_.,._end,N
590030,26512,DET,N,.,end,end,that,weapon,.,,,DET_N,N_end,end_end,.
591151,26547,start,start,ADV,PRO,V,,,Apparently,he,was,start_start,start_PRO,PRO_V,ADV
591152,26547,start,ADV,PRO,V,*,,Apparently,he,was,not,start_ADV,ADV_V,V_*,PRO
591153,26547,ADV,PRO,V,*,DET,Apparently,he,was,not,a,ADV_PRO,PRO_*,*_DET,V
591154,26547,PRO,V,*,DET,N,he,was,not,a,participant,PRO_V,V_DET,DET_N,*
591155,26547,V,*,DET,N,P,was,not,a,participant,in,V_*,*_N,N_P,DET
591156,26547,*,DET,N,P,DET,not,a,participant,in,the,*_DET,DET_P,P_DET,N
591157,26547,DET,N,P,DET,N,a,participant,in,the,college,DET_N,N_DET,DET_N,P
591158,26547,N,P,DET,N,CNJ,participant,in,the,college,or,N_P,P_N,N_CNJ,DET
591159,26547,P,DET,N,CNJ,N,in,the,college,or,university,P_DET,DET_CNJ,CNJ_N,N
591160,26547,DET,N,CNJ,N,N,the,college,or,university,theatricals,DET_N,N_N,N_N,CNJ
591161,26547,N,CNJ,N,N,",",college,or,university,theatricals,",",N_CNJ,CNJ_N,"N_,",DET
591162,26547,CNJ,N,N,",",WH,or,university,theatricals,",",which,CNJ_N,"N_,",",_WH",N
591163,26547,N,N,",",WH,PRO,university,theatricals,",",which,he,N_N,N_WH,WH_PRO,","
591164,26547,N,",",WH,PRO,ADV,theatricals,",",which,he,once,"N_,",",_PRO",PRO_ADV,WH
591165,26547,",",WH,PRO,ADV,VD,",",which,he,once,attacked,",_WH",WH_ADV,ADV_VD,PRO
591166,26547,WH,PRO,ADV,VD,CNJ,which,he,once,attacked,as,WH_PRO,PRO_VD,VD_CNJ,ADV
591167,26547,PRO,ADV,VD,CNJ,DET,he,once,attacked,as,utterly,PRO_ADV,ADV_CNJ,CNJ_DET,VN
591168,26547,ADV,VD,CNJ,DET,ADJ,once,attacked,as,utterly,unworthy,ADV_VD,VD_DET,DET_ADJ,DET
591169,26547,VD,CNJ,DET,ADJ,N,attacked,as,utterly,unworthy,performances,VD_CNJ,CNJ_ADJ,ADJ_N,DET
591170,26547,CNJ,DET,ADJ,N,(,as,utterly,unworthy,performances,(,CNJ_DET,DET_N,N_(,ADJ
591171,26547,DET,ADJ,N,(,V,utterly,unworthy,performances,(,see,DET_ADJ,ADJ_(,(_V,N
591172,26547,ADJ,N,(,V,N,unworthy,performances,(,see,Apology,ADJ_N,N_V,V_N,V
591173,26547,N,(,V,N,",",performances,(,see,Apology,",",N_(,(_N,"N_,",V
591174,26547,(,V,N,",",NUM,(,see,Apology,",",3:300,(_V,"V_,",",_NUM",N
591175,26547,V,N,",",NUM,),see,Apology,",",3:300,),V_N,N_NUM,NUM_),","
591176,26547,N,",",NUM,),.,Apology,",",3:300,),;,"N_,",",_)",)_.,N
591177,26547,",",NUM,),.,.,",",3:300,),;,;,",_NUM",NUM_.,._.,)
591178,26547,NUM,),.,.,end,3:300,),;,;,,NUM_),)_.,._end,.
591179,26547,),.,.,end,end,),;,;,,,)_.,._end,end_end,.
637665,28502,start,start,ADJ,N,V,,,Military,experts,say,start_start,start_N,N_V,ADJ
637666,28502,start,ADJ,N,V,DET,,Military,experts,say,a,start_ADJ,ADJ_V,V_DET,N
637667,28502,ADJ,N,V,DET,ADJ,Military,experts,say,a,tight,ADJ_N,N_DET,DET_ADJ,V
637668,28502,N,V,DET,ADJ,ADJ,experts,say,a,tight,naval,N_V,V_ADJ,ADJ_ADJ,DET
637669,28502,V,DET,ADJ,ADJ,N,say,a,tight,naval,blockade,V_DET,DET_ADJ,ADJ_N,ADJ
637670,28502,DET,ADJ,ADJ,N,P,a,tight,naval,blockade,off,DET_ADJ,ADJ_N,N_P,ADJ
637671,28502,ADJ,ADJ,N,P,ADJ,tight,naval,blockade,off,Cuban,ADJ_ADJ,ADJ_P,P_ADJ,N
637672,28502,ADJ,N,P,ADJ,N,naval,blockade,off,Cuban,ports,ADJ_N,N_ADJ,ADJ_N,P
637673,28502,N,P,ADJ,N,CNJ,blockade,off,Cuban,ports,and,N_P,P_N,N_CNJ,ADJ
637674,28502,P,ADJ,N,CNJ,P,off,Cuban,ports,and,at,P_ADJ,ADJ_CNJ,CNJ_P,N
637675,28502,ADJ,N,CNJ,P,DET,Cuban,ports,and,at,the,ADJ_N,N_P,P_DET,CNJ
637676,28502,N,CNJ,P,DET,N,ports,and,at,the,approaches,N_CNJ,CNJ_DET,DET_N,P
637677,28502,CNJ,P,DET,N,P,and,at,the,approaches,to,CNJ_P,P_N,N_P,DET
637678,28502,P,DET,N,P,ADJ,at,the,approaches,to,Cuban,P_DET,DET_P,P_ADJ,N
637679,28502,DET,N,P,ADJ,N,the,approaches,to,Cuban,waters,DET_N,N_ADJ,ADJ_N,P
637680,28502,N,P,ADJ,N,MOD,approaches,to,Cuban,waters,would,N_P,P_N,N_MOD,ADJ
637681,28502,P,ADJ,N,MOD,V,to,Cuban,waters,would,require,P_ADJ,ADJ_MOD,MOD_V,N
637682,28502,ADJ,N,MOD,V,NUM,Cuban,waters,would,require,two,ADJ_N,N_V,V_NUM,MOD
637683,28502,N,MOD,V,NUM,ADJ,waters,would,require,two,naval,N_MOD,MOD_NUM,NUM_ADJ,V
637684,28502,MOD,V,NUM,ADJ,N,would,require,two,naval,task,MOD_V,V_ADJ,ADJ_N,DET
637685,28502,V,NUM,ADJ,N,N,require,two,naval,task,forces,V_NUM,NUM_N,N_N,ADJ
637686,28502,NUM,ADJ,N,N,",",two,naval,task,forces,",",NUM_ADJ,ADJ_N,"N_,",N
637687,28502,ADJ,N,N,",",DET,naval,task,forces,",",each,ADJ_N,"N_,",",_DET",N
637688,28502,N,N,",",DET,VN,task,forces,",",each,built,N_N,N_DET,DET_VN,","
637689,28502,N,",",DET,VN,P,forces,",",each,built,around,"N_,",",_VN",VN_P,DET
637690,28502,",",DET,VN,P,DET,",",each,built,around,an,",_DET",DET_P,P_DET,VN
637691,28502,DET,VN,P,DET,N,each,built,around,an,aircraft,DET_VN,VN_DET,DET_N,P
637692,28502,VN,P,DET,N,N,built,around,an,aircraft,carrier,VN_P,P_N,N_N,DET
637693,28502,P,DET,N,N,P,around,an,aircraft,carrier,with,P_DET,DET_N,N_P,N
637694,28502,DET,N,N,P,DET,an,aircraft,carrier,with,a,DET_N,N_P,P_DET,N
637695,28502,N,N,P,DET,N,aircraft,carrier,with,a,complement,N_N,N_DET,DET_N,P
637696,28502,N,P,DET,N,P,carrier,with,a,complement,of,N_P,P_N,N_P,DET
637697,28502,P,DET,N,P,ADV,with,a,complement,of,about,P_DET,DET_P,P_ADV,N
637698,28502,DET,N,P,ADV,NUM,a,complement,of,about,100,DET_N,N_ADV,ADV_NUM,P
637699,28502,N,P,ADV,NUM,N,complement,of,about,100,planes,N_P,P_NUM,NUM_N,P
637700,28502,P,ADV,NUM,N,CNJ,of,about,100,planes,and,P_ADV,ADV_N,N_CNJ,NUM
637701,28502,ADV,NUM,N,CNJ,DET,about,100,planes,and,several,ADV_NUM,NUM_CNJ,CNJ_DET,N
637702,28502,NUM,N,CNJ,DET,N,100,planes,and,several,destroyers,NUM_N,N_DET,DET_N,P
637703,28502,N,CNJ,DET,N,.,planes,and,several,destroyers,.,N_CNJ,CNJ_N,N_.,DET
637704,28502,CNJ,DET,N,.,end,and,several,destroyers,.,,CNJ_DET,DET_.,._end,N
637705,28502,DET,N,.,end,end,several,destroyers,.,,,DET_N,N_end,end_end,.
657331,29361,start,start,P,DET,N,,,In,the,event,start_start,start_DET,DET_N,P
657332,29361,start,P,DET,N,CNJ,,In,the,event,that,start_P,P_N,N_CNJ,DET
657333,29361,P,DET,N,CNJ,N,In,the,event,that,agreement,P_DET,DET_CNJ,CNJ_N,N
657334,29361,DET,N,CNJ,N,V,the,event,that,agreement,is,DET_N,N_N,N_V,CNJ
657335,29361,N,CNJ,N,V,*,event,that,agreement,is,not,N_CNJ,CNJ_V,V_*,N
657336,29361,CNJ,N,V,*,VN,that,agreement,is,not,reached,CNJ_N,N_*,*_VN,V
657337,29361,N,V,*,VN,P,agreement,is,not,reached,on,N_V,V_VN,VN_P,*
657338,29361,V,*,VN,P,DET,is,not,reached,on,the,V_*,*_P,P_DET,VN
657339,29361,*,VN,P,DET,N,not,reached,on,the,use,*_VN,VN_DET,DET_N,P
657340,29361,VN,P,DET,N,P,reached,on,the,use,of,VN_P,P_N,N_P,DET
657341,29361,P,DET,N,P,DET,on,the,use,of,the,P_DET,DET_P,P_DET,N
657342,29361,DET,N,P,DET,N,the,use,of,the,rupees,DET_N,N_DET,DET_N,P
657343,29361,N,P,DET,N,P,use,of,the,rupees,for,N_P,P_N,N_P,DET
657344,29361,P,DET,N,P,N,of,the,rupees,for,grant,P_DET,DET_P,P_N,N
657345,29361,DET,N,P,N,CNJ,the,rupees,for,grant,or,DET_N,N_N,N_CNJ,P
657346,29361,N,P,N,CNJ,N,rupees,for,grant,or,loan,N_P,P_CNJ,CNJ_N,N
657347,29361,P,N,CNJ,N,N,for,grant,or,loan,purposes,P_N,N_N,N_N,CNJ
657348,29361,N,CNJ,N,N,P,grant,or,loan,purposes,within,N_CNJ,CNJ_N,N_P,N
657349,29361,CNJ,N,N,P,NUM,or,loan,purposes,within,six,CNJ_N,N_P,P_NUM,N
657350,29361,N,N,P,NUM,N,loan,purposes,within,six,years,N_N,N_NUM,NUM_N,P
657351,29361,N,P,NUM,N,P,purposes,within,six,years,from,N_P,P_N,N_P,NUM
657352,29361,P,NUM,N,P,DET,within,six,years,from,the,P_NUM,NUM_P,P_DET,N
657353,29361,NUM,N,P,DET,N,six,years,from,the,date,NUM_N,N_DET,DET_N,P
657354,29361,N,P,DET,N,P,years,from,the,date,of,N_P,P_N,N_P,DET
657355,29361,P,DET,N,P,DET,from,the,date,of,this,P_DET,DET_P,P_DET,N
657356,29361,DET,N,P,DET,N,the,date,of,this,Agreement,DET_N,N_DET,DET_N,P
657357,29361,N,P,DET,N,",",date,of,this,Agreement,",",N_P,P_N,"N_,",DET
657358,29361,P,DET,N,",",DET,of,this,Agreement,",",the,P_DET,"DET_,",",_DET",N
657359,29361,DET,N,",",DET,N,this,Agreement,",",the,Government,DET_N,N_DET,DET_N,","
657360,29361,N,",",DET,N,P,Agreement,",",the,Government,of,"N_,",",_N",N_P,DET
657361,29361,",",DET,N,P,DET,",",the,Government,of,the,",_DET",DET_P,P_DET,N
657362,29361,DET,N,P,DET,VN,the,Government,of,the,United,DET_N,N_DET,DET_VN,P
657363,29361,N,P,DET,VN,N,Government,of,the,United,States,N_P,P_VN,VN_N,DET
657364,29361,P,DET,VN,N,P,of,the,United,States,of,P_DET,DET_N,N_P,VN
657365,29361,DET,VN,N,P,NP,the,United,States,of,America,DET_VN,VN_P,P_NP,N
657366,29361,VN,N,P,NP,MOD,United,States,of,America,may,VN_N,N_NP,NP_MOD,P
657367,29361,N,P,NP,MOD,V,States,of,America,may,use,N_P,P_MOD,MOD_V,NP
657368,29361,P,NP,MOD,V,DET,of,America,may,use,the,P_NP,NP_V,V_DET,MOD
657369,29361,NP,MOD,V,DET,ADJ,America,may,use,the,local,NP_MOD,MOD_DET,DET_ADJ,V
657370,29361,MOD,V,DET,ADJ,N,may,use,the,local,currency,MOD_V,V_ADJ,ADJ_N,DET
657371,29361,V,DET,ADJ,N,P,use,the,local,currency,for,V_DET,DET_N,N_P,ADJ
657372,29361,DET,ADJ,N,P,DET,the,local,currency,for,any,DET_ADJ,ADJ_P,P_DET,N
657373,29361,ADJ,N,P,DET,N,local,currency,for,any,purposes,ADJ_N,N_DET,DET_N,P
657374,29361,N,P,DET,N,VN,currency,for,any,purposes,authorized,N_P,P_N,N_VN,DET
657375,29361,P,DET,N,VN,P,for,any,purposes,authorized,by,P_DET,DET_VN,VN_P,N
657376,29361,DET,N,VN,P,N,any,purposes,authorized,by,Section,DET_N,N_P,P_N,VN
657377,29361,N,VN,P,N,NUM,purposes,authorized,by,Section,104,N_VN,VN_N,N_NUM,P
657378,29361,VN,P,N,NUM,P,authorized,by,Section,104,of,VN_P,P_NUM,NUM_P,N
657379,29361,P,N,NUM,P,DET,by,Section,104,of,the,P_N,N_P,P_DET,NUM
657380,29361,N,NUM,P,DET,N,Section,104,of,the,Act,N_NUM,NUM_DET,DET_N,P
657381,29361,NUM,P,DET,N,.,104,of,the,Act,.,NUM_P,P_N,N_.,DET
657382,29361,P,DET,N,.,end,of,the,Act,.,,P_DET,DET_.,._end,N
657383,29361,DET,N,.,end,end,the,Act,.,,,DET_N,N_end,end_end,.
660331,29453,start,start,DET,DET,N,,,The,same,restrictions,start_start,start_DET,DET_N,DET
660332,29453,start,DET,DET,N,V,,The,same,restrictions,apply,start_DET,DET_N,N_V,DET
660333,29453,DET,DET,N,V,P,The,same,restrictions,apply,after,DET_DET,DET_V,V_P,N
660334,29453,DET,N,V,P,ADJ,same,restrictions,apply,after,local,DET_N,N_P,P_ADJ,V
660335,29453,N,V,P,ADJ,N,restrictions,apply,after,local,sunset,N_V,V_ADJ,ADJ_N,P
660336,29453,V,P,ADJ,N,P,apply,after,local,sunset,in,V_P,P_N,N_P,ADJ
660337,29453,P,ADJ,N,P,DET,after,local,sunset,in,the,P_ADJ,ADJ_P,P_DET,N
660338,29453,ADJ,N,P,DET,N,local,sunset,in,the,case,ADJ_N,N_DET,DET_N,P
660339,29453,N,P,DET,N,P,sunset,in,the,case,of,N_P,P_N,N_P,DET
660340,29453,P,DET,N,P,N,in,the,case,of,class,P_DET,DET_P,P_N,N
660341,29453,DET,N,P,N,NUM,the,case,of,class,3,DET_N,N_N,N_NUM,P
660342,29453,N,P,N,NUM,",",case,of,class,3,",",N_P,P_NUM,"NUM_,",N
660343,29453,P,N,NUM,",",N,of,class,3,",",stations,P_N,"N_,",",_N",NUM
660344,29453,N,NUM,",",N,VG,class,3,",",stations,operating,N_NUM,NUM_N,N_VG,","
660345,29453,NUM,",",N,VG,P,3,",",stations,operating,on,"NUM_,",",_VG",VG_P,N
660346,29453,",",N,VG,P,ADJ,",",stations,operating,on,regional,",_N",N_P,P_ADJ,VG
660347,29453,N,VG,P,ADJ,N,stations,operating,on,regional,channels,N_VG,VG_ADJ,ADJ_N,P
660348,29453,VG,P,ADJ,N,",",operating,on,regional,channels,",",VG_P,P_N,"N_,",ADJ
660349,29453,P,ADJ,N,",",WH,on,regional,channels,",",which,P_ADJ,"ADJ_,",",_WH",N
660350,29453,ADJ,N,",",WH,P,regional,channels,",",which,after,ADJ_N,N_WH,WH_P,","
660351,29453,N,",",WH,P,DET,channels,",",which,after,that,"N_,",",_P",P_DET,WH
660352,29453,",",WH,P,DET,N,",",which,after,that,time,",_WH",WH_DET,DET_N,P
660353,29453,WH,P,DET,N,V,which,after,that,time,are,WH_P,P_N,N_V,DET
660354,29453,P,DET,N,V,VN,after,that,time,are,required,P_DET,DET_V,V_VN,N
660355,29453,DET,N,V,VN,TO,that,time,are,required,to,DET_N,N_VN,VN_TO,V
660356,29453,N,V,VN,TO,V,time,are,required,to,operate,N_V,V_TO,TO_V,VN
660357,29453,V,VN,TO,V,P,are,required,to,operate,under,V_VN,VN_V,V_P,TO
660358,29453,VN,TO,V,P,ADJ,required,to,operate,under,nighttime,VN_TO,TO_P,P_ADJ,V
660359,29453,TO,V,P,ADJ,N,to,operate,under,nighttime,restrictions,TO_V,V_ADJ,ADJ_N,P
660360,29453,V,P,ADJ,N,P,operate,under,nighttime,restrictions,in,V_P,P_N,N_P,ADJ
660361,29453,P,ADJ,N,P,N,under,nighttime,restrictions,in,order,P_ADJ,ADJ_P,P_N,N
660362,29453,ADJ,N,P,N,TO,nighttime,restrictions,in,order,to,ADJ_N,N_N,N_TO,P
660363,29453,N,P,N,TO,V,restrictions,in,order,to,protect,N_P,P_TO,TO_V,N
660364,29453,P,N,TO,V,DET,in,order,to,protect,each,P_N,N_V,V_DET,TO
660365,29453,N,TO,V,DET,DET,order,to,protect,each,other,N_TO,TO_DET,DET_DET,V
660366,29453,TO,V,DET,DET,.,to,protect,each,other,.,TO_V,V_DET,DET_.,DET
660367,29453,V,DET,DET,.,end,protect,each,other,.,,V_DET,DET_.,._end,DET
660368,29453,DET,DET,.,end,end,each,other,.,,,DET_DET,DET_end,end_end,.
673133,29993,start,start,DET,NP,ADJ,,,The,Carleton,Social,start_start,start_NP,NP_ADJ,DET
673134,29993,start,DET,NP,ADJ,N,,The,Carleton,Social,Co-operative,start_DET,DET_ADJ,ADJ_N,NP
673135,29993,DET,NP,ADJ,N,V,The,Carleton,Social,Co-operative,is,DET_NP,NP_N,N_V,NP
673136,29993,NP,ADJ,N,V,DET,Carleton,Social,Co-operative,is,a,NP_ADJ,ADJ_V,V_DET,N
673137,29993,ADJ,N,V,DET,VG,Social,Co-operative,is,a,standing,ADJ_N,N_DET,DET_VG,V
673138,29993,N,V,DET,VG,N,Co-operative,is,a,standing,committee,N_V,V_VG,VG_N,DET
673139,29993,V,DET,VG,N,P,is,a,standing,committee,of,V_DET,DET_N,N_P,N
673140,29993,DET,VG,N,P,DET,a,standing,committee,of,the,DET_VG,VG_P,P_DET,N
673141,29993,VG,N,P,DET,NP,standing,committee,of,the,Carleton,VG_N,N_DET,DET_NP,P
673142,29993,N,P,DET,NP,N,committee,of,the,Carleton,Student,N_P,P_NP,NP_N,DET
673143,29993,P,DET,NP,N,N,of,the,Carleton,Student,Association,P_DET,DET_N,N_N,NP
673144,29993,DET,NP,N,N,.,the,Carleton,Student,Association,.,DET_NP,NP_N,N_.,N
673145,29993,NP,N,N,.,end,Carleton,Student,Association,.,,NP_N,N_.,._end,N
673146,29993,N,N,.,end,end,Student,Association,.,,,N_N,N_end,end_end,.
689578,30664,start,start,DET,VN,N,,,The,required,amount,start_start,start_VN,VN_N,DET
689579,30664,start,DET,VN,N,P,,The,required,amount,of,start_DET,DET_N,N_P,VN
689580,30664,DET,VN,N,P,N,The,required,amount,of,carbon,DET_VN,VN_P,P_N,N
689581,30664,VN,N,P,N,N,required,amount,of,carbon,tetrachloride,VN_N,N_N,N_N,P
689582,30664,N,P,N,N,V,amount,of,carbon,tetrachloride,was,N_P,P_N,N_V,N
689583,30664,P,N,N,V,VN,of,carbon,tetrachloride,was,distilled,P_N,N_V,V_VN,N
689584,30664,N,N,V,VN,P,carbon,tetrachloride,was,distilled,into,N_N,N_VN,VN_P,V
689585,30664,N,V,VN,P,DET,tetrachloride,was,distilled,into,a,N_V,V_P,P_DET,VN
689586,30664,V,VN,P,DET,N,was,distilled,into,a,series,V_VN,VN_DET,DET_N,P
689587,30664,VN,P,DET,N,P,distilled,into,a,series,of,VN_P,P_N,N_P,DET
689588,30664,P,DET,N,P,N,into,a,series,of,reaction,P_DET,DET_P,P_N,N
689589,30664,DET,N,P,N,N,a,series,of,reaction,cells,DET_N,N_N,N_N,P
689590,30664,N,P,N,N,P,series,of,reaction,cells,on,N_P,P_N,N_P,N
689591,30664,P,N,N,P,DET,of,reaction,cells,on,a,P_N,N_P,P_DET,N
689592,30664,N,N,P,DET,N,reaction,cells,on,a,manifold,N_N,N_DET,DET_N,P
