,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
1006358,47435,P,PRO,.,end,end,toward,us,.,,,P_PRO,PRO_end,end_end,.
1031275,49132,start,start,VG,DET,N,,,Leaving,the,card,start_start,start_DET,DET_N,VG
1031276,49132,start,VG,DET,N,N,,Leaving,the,card,room,start_VG,VG_N,N_N,DET
1031277,49132,VG,DET,N,N,",",Leaving,the,card,room,",",VG_DET,DET_N,"N_,",N
1031278,49132,DET,N,N,",",PRO,the,card,room,",",they,DET_N,"N_,",",_PRO",N
1031279,49132,N,N,",",PRO,VD,card,room,",",they,moved,N_N,N_PRO,PRO_VD,","
1031280,49132,N,",",PRO,VD,ADV,room,",",they,moved,back,"N_,",",_VD",VD_ADV,PRO
1031281,49132,",",PRO,VD,ADV,P,",",they,moved,back,through,",_PRO",PRO_ADV,ADV_P,VD
1031282,49132,PRO,VD,ADV,P,DET,they,moved,back,through,the,PRO_VD,VD_P,P_DET,ADV
1031283,49132,VD,ADV,P,DET,N,moved,back,through,the,Palace,VD_ADV,ADV_DET,DET_N,P
1031284,49132,ADV,P,DET,N,DET,back,through,the,Palace,the,ADV_P,P_N,N_DET,DET
1031285,49132,P,DET,N,DET,N,through,the,Palace,the,way,P_DET,DET_DET,DET_N,N
1031286,49132,DET,N,DET,N,PRO,the,Palace,the,way,they,DET_N,N_N,N_PRO,DET
1031287,49132,N,DET,N,PRO,V,Palace,the,way,they,had,N_DET,DET_PRO,PRO_V,N
1031288,49132,DET,N,PRO,V,VN,the,way,they,had,come,DET_N,N_V,V_VN,PRO
1031289,49132,N,PRO,V,VN,.,way,they,had,come,.,N_PRO,PRO_VN,VN_.,V
1031290,49132,PRO,V,VN,.,end,they,had,come,.,,PRO_V,V_.,._end,VN
1031291,49132,V,VN,.,end,end,had,come,.,,,V_VN,VN_end,end_end,.
1042709,49868,start,start,PRO,N,V,,,Her,eyes,had,start_start,start_N,N_V,PRO
1042710,49868,start,PRO,N,V,VN,,Her,eyes,had,opened,start_PRO,PRO_V,V_VN,N
1042711,49868,PRO,N,V,VN,",",Her,eyes,had,opened,",",PRO_N,N_VN,"VN_,",V
1042712,49868,N,V,VN,",",PRO,eyes,had,opened,",",she,N_V,"V_,",",_PRO",VN
1042713,49868,V,VN,",",PRO,V,had,opened,",",she,had,V_VN,VN_PRO,PRO_V,","
1042714,49868,VN,",",PRO,V,VN,opened,",",she,had,caught,"VN_,",",_V",V_VN,PRO
1042715,49868,",",PRO,V,VN,DET,",",she,had,caught,a,",_PRO",PRO_VN,VN_DET,V
1042716,49868,PRO,V,VN,DET,N,she,had,caught,a,glimpse,PRO_V,V_DET,DET_N,VN
1042717,49868,V,VN,DET,N,P,had,caught,a,glimpse,of,V_VN,VN_N,N_P,DET
1042718,49868,VN,DET,N,P,DET,caught,a,glimpse,of,a,VN_DET,DET_P,P_DET,N
1042719,49868,DET,N,P,DET,ADJ,a,glimpse,of,a,new,DET_N,N_DET,DET_ADJ,P
1042720,49868,N,P,DET,ADJ,N,glimpse,of,a,new,faith,N_P,P_ADJ,ADJ_N,DET
1042721,49868,P,DET,ADJ,N,.,of,a,new,faith,.,P_DET,DET_N,N_.,ADJ
1042722,49868,DET,ADJ,N,.,end,a,new,faith,.,,DET_ADJ,ADJ_.,._end,N
1042723,49868,ADJ,N,.,end,end,new,faith,.,,,ADJ_N,N_end,end_end,.
1044757,50000,start,start,CNJ,DET,DET,,,And,all,the,start_start,start_DET,DET_DET,CNJ
1044758,50000,start,CNJ,DET,DET,N,,And,all,the,time,start_CNJ,CNJ_DET,DET_N,DET
1044759,50000,CNJ,DET,DET,N,",",And,all,the,time,",",CNJ_DET,DET_N,"N_,",DET
1044760,50000,DET,DET,N,",",PRO,all,the,time,",",she,DET_DET,"DET_,",",_PRO",N
1044761,50000,DET,N,",",PRO,V,the,time,",",she,had,DET_N,N_PRO,PRO_V,","
1044762,50000,N,",",PRO,V,DET,time,",",she,had,the,"N_,",",_V",V_DET,PRO
1044763,50000,",",PRO,V,DET,N,",",she,had,the,heat,",_PRO",PRO_DET,DET_N,V
1044764,50000,PRO,V,DET,N,P,she,had,the,heat,of,PRO_V,V_N,N_P,DET
1044765,50000,V,DET,N,P,N,had,the,heat,of,hatred,V_DET,DET_P,P_N,N
1044766,50000,DET,N,P,N,P,the,heat,of,hatred,in,DET_N,N_N,N_P,P
1044767,50000,N,P,N,P,PRO,heat,of,hatred,in,her,N_P,P_P,P_PRO,N
1044768,50000,P,N,P,PRO,",",of,hatred,in,her,",",P_N,N_PRO,"PRO_,",P
1044769,50000,N,P,PRO,",",CNJ,hatred,in,her,",",like,N_P,"P_,",",_CNJ",PRO
1044770,50000,P,PRO,",",CNJ,N,in,her,",",like,charcoal,P_PRO,PRO_CNJ,CNJ_N,","
1044771,50000,PRO,",",CNJ,N,WH,her,",",like,charcoal,that,"PRO_,",",_N",N_WH,CNJ
1044772,50000,",",CNJ,N,WH,V,",",like,charcoal,that,is,",_CNJ",CNJ_WH,WH_V,N
1044773,50000,CNJ,N,WH,V,VG,like,charcoal,that,is,burning,CNJ_N,N_V,V_VG,WH
1044774,50000,N,WH,V,VG,P,charcoal,that,is,burning,on,N_WH,WH_VG,VG_P,V
1044775,50000,WH,V,VG,P,PRO,that,is,burning,on,its,WH_V,V_P,P_PRO,N
1044776,50000,V,VG,P,PRO,ADJ,is,burning,on,its,under,V_VG,VG_PRO,PRO_ADJ,P
1044777,50000,VG,P,PRO,ADJ,N,burning,on,its,under,side,VG_P,P_ADJ,ADJ_N,PRO
1044778,50000,P,PRO,ADJ,N,",",on,its,under,side,",",P_PRO,PRO_N,"N_,",ADJ
1044779,50000,PRO,ADJ,N,",",CNJ,its,under,side,",",but,PRO_ADJ,"ADJ_,",",_CNJ",N
1044780,50000,ADJ,N,",",CNJ,*,under,side,",",but,not,ADJ_N,N_CNJ,CNJ_*,","
1044781,50000,N,",",CNJ,*,ADV,side,",",but,not,visibly,"N_,",",_*",*_ADV,CNJ
1044782,50000,",",CNJ,*,ADV,.,",",but,not,visibly,.,",_CNJ",CNJ_ADV,ADV_.,PRO
1044783,50000,CNJ,*,ADV,.,end,but,not,visibly,.,,CNJ_*,*_.,._end,ADV
1044784,50000,*,ADV,.,end,end,not,visibly,.,,,*_ADV,ADV_end,end_end,.
1052969,50497,start,start,CNJ,EX,V,,,But,there,hadn't,start_start,start_EX,EX_V,CNJ
1052970,50497,start,CNJ,EX,V,V,,But,there,hadn't,been,start_CNJ,CNJ_V,V_V,ADV
1052971,50497,CNJ,EX,V,V,DET,But,there,hadn't,been,enough,CNJ_EX,EX_V,V_DET,V
1052972,50497,EX,V,V,DET,N,there,hadn't,been,enough,time,EX_V,V_DET,DET_N,V
1052973,50497,V,V,DET,N,TO,hadn't,been,enough,time,to,V_V,V_N,N_TO,DET
1052974,50497,V,DET,N,TO,V,been,enough,time,to,build,V_DET,DET_TO,TO_V,N
1052975,50497,DET,N,TO,V,PRO,enough,time,to,build,it,DET_N,N_V,V_PRO,TO
1052976,50497,N,TO,V,PRO,P,time,to,build,it,for,N_TO,TO_PRO,PRO_P,V
1052977,50497,TO,V,PRO,P,N,to,build,it,for,keeps,TO_V,V_P,P_N,PRO
1052978,50497,V,PRO,P,N,.,build,it,for,keeps,.,V_PRO,PRO_N,N_.,P
1052979,50497,PRO,P,N,.,end,it,for,keeps,.,,PRO_P,P_.,._end,N
1052980,50497,P,N,.,end,end,for,keeps,.,,,P_N,N_end,end_end,.
1058510,50906,start,start,PRO,VD,NP,,,He,reminded,Matsuo,start_start,start_VD,VD_NP,PRO
1058511,50906,start,PRO,VD,NP,P,,He,reminded,Matsuo,of,start_PRO,PRO_NP,NP_P,VD
1058512,50906,PRO,VD,NP,P,DET,He,reminded,Matsuo,of,a,PRO_VD,VD_P,P_DET,NP
1058513,50906,VD,NP,P,DET,ADJ,reminded,Matsuo,of,a,similar,VD_NP,NP_DET,DET_ADJ,P
1058514,50906,NP,P,DET,ADJ,N,Matsuo,of,a,similar,thing,NP_P,P_ADJ,ADJ_N,DET
1058515,50906,P,DET,ADJ,N,PRO,of,a,similar,thing,he,P_DET,DET_N,N_PRO,ADJ
1058516,50906,DET,ADJ,N,PRO,V,a,similar,thing,he,had,DET_ADJ,ADJ_PRO,PRO_V,N
1058517,50906,ADJ,N,PRO,V,VN,similar,thing,he,had,witnessed,ADJ_N,N_V,V_VN,PRO
1058518,50906,N,PRO,V,VN,P,thing,he,had,witnessed,in,N_PRO,PRO_VN,VN_P,V
1058519,50906,PRO,V,VN,P,NP,he,had,witnessed,in,China,PRO_V,V_P,P_NP,VN
1058520,50906,V,VN,P,NP,.,had,witnessed,in,China,.,V_VN,VN_NP,NP_.,P
1058521,50906,VN,P,NP,.,end,witnessed,in,China,.,,VN_P,P_.,._end,NP
1058522,50906,P,NP,.,end,end,in,China,.,,,P_NP,NP_end,end_end,.
1058800,50926,start,start,MOD,PRO,V,,,Shall,we,teach,start_start,start_PRO,PRO_V,MOD
1058801,50926,start,MOD,PRO,V,PRO,,Shall,we,teach,him,start_MOD,MOD_V,V_PRO,PRO
1058802,50926,MOD,PRO,V,PRO,DET,Shall,we,teach,him,some,MOD_PRO,PRO_PRO,PRO_DET,V
1058803,50926,PRO,V,PRO,DET,'',we,teach,him,some,'',PRO_V,V_DET,DET_'',PRO
1058804,50926,V,PRO,DET,'',.,teach,him,some,'',?,V_PRO,PRO_'',''_.,ADV
1058805,50926,PRO,DET,'',.,.,him,some,'',?,?,PRO_DET,DET_.,._.,N
1058806,50926,DET,'',.,.,end,some,'',?,?,,DET_'',''_.,._end,.
1058807,50926,'',.,.,end,end,'',?,?,,,''_.,._end,end_end,.
1061998,51093,start,start,``,PRO,VD,,,``,I,got,start_start,start_PRO,PRO_VD,``
1061999,51093,start,``,PRO,VD,NP,,``,I,got,Margaret,start_``,``_VD,VD_NP,PRO
1062000,51093,``,PRO,VD,NP,NP,``,I,got,Margaret,Rider,``_PRO,PRO_NP,NP_NP,VD
1062001,51093,PRO,VD,NP,NP,P,I,got,Margaret,Rider,in,PRO_VD,VD_NP,NP_P,NP
1062002,51093,VD,NP,NP,P,NUM,got,Margaret,Rider,in,one,VD_NP,NP_P,P_NUM,NP
1062003,51093,NP,NP,P,NUM,P,Margaret,Rider,in,one,of,NP_NP,NP_NUM,NUM_P,P
1062004,51093,NP,P,NUM,P,PRO,Rider,in,one,of,them,NP_P,P_P,P_PRO,NUM
1062005,51093,P,NUM,P,PRO,ADJ,in,one,of,them,old,P_NUM,NUM_PRO,PRO_ADJ,P
1062006,51093,NUM,P,PRO,ADJ,N,one,of,them,old,box,NUM_P,P_ADJ,ADJ_N,DET
1062007,51093,P,PRO,ADJ,N,N,of,them,old,box,cars,P_PRO,PRO_N,N_N,ADJ
1062008,51093,PRO,ADJ,N,N,P,them,old,box,cars,down,PRO_ADJ,ADJ_N,N_P,N
1062009,51093,ADJ,N,N,P,ADV,old,box,cars,down,there,ADJ_N,N_P,P_ADV,N
1062010,51093,N,N,P,ADV,P,box,cars,down,there,by,N_N,N_ADV,ADV_P,P
1062011,51093,N,P,ADV,P,DET,cars,down,there,by,the,N_P,P_P,P_DET,ADV
1062012,51093,P,ADV,P,DET,N,down,there,by,the,quarry,P_ADV,ADV_DET,DET_N,P
1062013,51093,ADV,P,DET,N,'',there,by,the,quarry,'',ADV_P,P_N,N_'',DET
1062014,51093,P,DET,N,'',.,by,the,quarry,'',.,P_DET,DET_'',''_.,N
1062015,51093,DET,N,'',.,end,the,quarry,'',.,,DET_N,N_.,._end,N
1062016,51093,N,'',.,end,end,quarry,'',.,,,N_'',''_end,end_end,.
1069458,51550,start,start,PRO,MOD,V,,,He,would,order,start_start,start_MOD,MOD_V,PRO
1069459,51550,start,PRO,MOD,V,PRO,,He,would,order,her,start_PRO,PRO_V,V_PRO,MOD
1069460,51550,PRO,MOD,V,PRO,TO,He,would,order,her,to,PRO_MOD,MOD_PRO,PRO_TO,V
1069461,51550,MOD,V,PRO,TO,V,would,order,her,to,bring,MOD_V,V_TO,TO_V,PRO
1069462,51550,V,PRO,TO,V,N,order,her,to,bring,coffee,V_PRO,PRO_V,V_N,TO
1069463,51550,PRO,TO,V,N,",",her,to,bring,coffee,",",PRO_TO,TO_N,"N_,",V
1069464,51550,TO,V,N,",",CNJ,to,bring,coffee,",",and,TO_V,"V_,",",_CNJ",N
1069465,51550,V,N,",",CNJ,MOD,bring,coffee,",",and,would,V_N,N_CNJ,CNJ_MOD,","
1069466,51550,N,",",CNJ,MOD,V,coffee,",",and,would,take,"N_,",",_MOD",MOD_V,CNJ
1069467,51550,",",CNJ,MOD,V,P,",",and,would,take,from,",_CNJ",CNJ_V,V_P,MOD
1069468,51550,CNJ,MOD,V,P,PRO,and,would,take,from,his,CNJ_MOD,MOD_P,P_PRO,V
1069469,51550,MOD,V,P,PRO,N,would,take,from,his,vest,MOD_V,V_PRO,PRO_N,P
1069470,51550,V,P,PRO,N,N,take,from,his,vest,pocket,V_P,P_N,N_N,DET
1069471,51550,P,PRO,N,N,DET,from,his,vest,pocket,a,P_PRO,PRO_N,N_DET,N
1069472,51550,PRO,N,N,DET,ADJ,his,vest,pocket,a,thin,PRO_N,N_DET,DET_ADJ,P
1069473,51550,N,N,DET,ADJ,ADJ,vest,pocket,a,thin,black,N_N,N_ADJ,ADJ_ADJ,DET
1069474,51550,N,DET,ADJ,ADJ,N,pocket,a,thin,black,pipe,N_DET,DET_ADJ,ADJ_N,ADJ
1069475,51550,DET,ADJ,ADJ,N,WH,a,thin,black,pipe,which,DET_ADJ,ADJ_N,N_WH,N
1069476,51550,ADJ,ADJ,N,WH,PRO,thin,black,pipe,which,he,ADJ_ADJ,ADJ_WH,WH_PRO,N
1069477,51550,ADJ,N,WH,PRO,MOD,black,pipe,which,he,would,ADJ_N,N_PRO,PRO_MOD,","
1069478,51550,N,WH,PRO,MOD,V,pipe,which,he,would,stuff,N_WH,WH_MOD,MOD_V,PRO
1069479,51550,WH,PRO,MOD,V,--,which,he,would,stuff,--,WH_PRO,PRO_V,V_--,MOD
1069480,51550,PRO,MOD,V,--,PRO,he,would,stuff,--,he,PRO_MOD,MOD_--,--_PRO,V
1069481,51550,MOD,V,--,PRO,MOD,would,stuff,--,he,would,MOD_V,V_PRO,PRO_MOD,--
1069482,51550,V,--,PRO,MOD,*,stuff,--,he,would,not,V_--,--_MOD,MOD_*,PRO
1069483,51550,--,PRO,MOD,*,V,--,he,would,not,remove,--_PRO,PRO_*,*_V,MOD
1069484,51550,PRO,MOD,*,V,PRO,he,would,not,remove,his,PRO_MOD,MOD_V,V_PRO,*
1069485,51550,MOD,*,V,PRO,N,would,not,remove,his,gloves,MOD_*,*_PRO,PRO_N,V
1069486,51550,*,V,PRO,N,--,not,remove,his,gloves,--,*_V,V_N,N_--,DET
1069487,51550,V,PRO,N,--,CNJ,remove,his,gloves,--,and,V_PRO,PRO_--,--_CNJ,N
1069488,51550,PRO,N,--,CNJ,V,his,gloves,--,and,light,PRO_N,N_CNJ,CNJ_V,ADV
1069489,51550,N,--,CNJ,V,CNJ,gloves,--,and,light,and,N_--,--_V,V_CNJ,CNJ
1069490,51550,--,CNJ,V,CNJ,V,--,and,light,and,smoke,--_CNJ,CNJ_CNJ,CNJ_V,N
1069491,51550,CNJ,V,CNJ,V,.,and,light,and,smoke,.,CNJ_V,V_V,V_.,CNJ
1069492,51550,V,CNJ,V,.,end,light,and,smoke,.,,V_CNJ,CNJ_.,._end,N
1069493,51550,CNJ,V,.,end,end,and,smoke,.,,,CNJ_V,V_end,end_end,.
1084849,52428,start,start,PRO,ADJ,N,,,His,black,hat,start_start,start_ADJ,ADJ_N,PRO
1084850,52428,start,PRO,ADJ,N,P,,His,black,hat,with,start_PRO,PRO_N,N_P,ADJ
1084851,52428,PRO,ADJ,N,P,PRO,His,black,hat,with,its,PRO_ADJ,ADJ_P,P_PRO,N
1084852,52428,ADJ,N,P,PRO,ADJ,black,hat,with,its,wide,ADJ_N,N_PRO,PRO_ADJ,P
1084853,52428,N,P,PRO,ADJ,N,hat,with,its,wide,brim,N_P,P_ADJ,ADJ_N,PRO
1084854,52428,P,PRO,ADJ,N,",",with,its,wide,brim,",",P_PRO,PRO_N,"N_,",ADJ
1084855,52428,PRO,ADJ,N,",",ADJ,its,wide,brim,",",high,PRO_ADJ,"ADJ_,",",_ADJ",N
1084856,52428,ADJ,N,",",ADJ,N,wide,brim,",",high,crown,ADJ_N,N_ADJ,ADJ_N,P
1084857,52428,N,",",ADJ,N,",",brim,",",high,crown,",","N_,",",_N","N_,",N
1084858,52428,",",ADJ,N,",",CNJ,",",high,crown,",",and,",_ADJ","ADJ_,",",_CNJ",N
1084859,52428,ADJ,N,",",CNJ,N,high,crown,",",and,fur,ADJ_N,N_CNJ,CNJ_N,","
1084860,52428,N,",",CNJ,N,N,crown,",",and,fur,trim,"N_,",",_N",N_N,CNJ
1084861,52428,",",CNJ,N,N,VD,",",and,fur,trim,rode,",_CNJ",CNJ_N,N_VD,N
1084862,52428,CNJ,N,N,VD,ADV,and,fur,trim,rode,high,CNJ_N,N_VD,VD_ADV,N
1084863,52428,N,N,VD,ADV,.,fur,trim,rode,high,.,N_N,N_ADV,ADV_.,VD
1084864,52428,N,VD,ADV,.,end,trim,rode,high,.,,N_VD,VD_.,._end,ADV
1084865,52428,VD,ADV,.,end,end,rode,high,.,,,VD_ADV,ADV_end,end_end,.
1086469,52550,start,start,EX,V,DET,,,There,was,a,start_start,start_V,V_DET,EX
1086470,52550,start,EX,V,DET,N,,There,was,a,man,start_EX,EX_DET,DET_N,V
1086471,52550,EX,V,DET,N,ADV,There,was,a,man,here,EX_V,V_N,N_ADV,DET
1086472,52550,V,DET,N,ADV,P,was,a,man,here,in,V_DET,DET_ADV,ADV_P,N
1086473,52550,DET,N,ADV,P,N,a,man,here,in,town,DET_N,N_P,P_N,ADV
1086474,52550,N,ADV,P,N,.,man,here,in,town,.,N_ADV,ADV_N,N_.,P
1086475,52550,ADV,P,N,.,end,here,in,town,.,,ADV_P,P_.,._end,N
1086476,52550,P,N,.,end,end,in,town,.,,,P_N,N_end,end_end,.
