,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
19128,849,N,N,",",PRO,V,Court,Friday,",",it,was,N_N,N_PRO,PRO_V,
19129,849,N,",",PRO,V,VN,Friday,",",it,was,disclosed,"N_,",",_V",V_VN,
19130,849,",",PRO,V,VN,N,",",it,was,disclosed,Tuesday,",_PRO",PRO_VN,VN_N,
19131,849,PRO,V,VN,N,P,it,was,disclosed,Tuesday,by,PRO_V,V_N,N_P,
19132,849,V,VN,N,P,NP,was,disclosed,Tuesday,by,Horace,V_VN,VN_P,P_NP,
19133,849,VN,N,P,NP,NP,disclosed,Tuesday,by,Horace,A.,VN_N,N_NP,NP_NP,
19134,849,N,P,NP,NP,NP,Tuesday,by,Horace,A.,Davenport,N_P,P_NP,NP_NP,
19135,849,P,NP,NP,NP,",",by,Horace,A.,Davenport,",",P_NP,NP_NP,"NP_,",
19136,849,NP,NP,NP,",",N,Horace,A.,Davenport,",",counsel,NP_NP,"NP_,",",_N",
19137,849,NP,NP,",",N,P,A.,Davenport,",",counsel,for,NP_NP,NP_N,N_P,
19138,849,NP,",",N,P,DET,Davenport,",",counsel,for,the,"NP_,",",_P",P_DET,
19139,849,",",N,P,DET,N,",",counsel,for,the,widow,",_N",N_DET,DET_N,
19140,849,N,P,DET,N,P,counsel,for,the,widow,of,N_P,P_N,N_P,
19141,849,P,DET,N,P,DET,for,the,widow,of,the,P_DET,DET_P,P_DET,
19142,849,DET,N,P,DET,N,the,widow,of,the,man,DET_N,N_DET,DET_N,
19143,849,N,P,DET,N,VN,widow,of,the,man,killed,N_P,P_N,N_VN,
19144,849,P,DET,N,VN,DET,of,the,man,killed,last,P_DET,DET_VN,VN_DET,
19145,849,DET,N,VN,DET,NP,the,man,killed,last,Nov.,DET_N,N_DET,DET_NP,
19146,849,N,VN,DET,NP,NUM,man,killed,last,Nov.,1,N_VN,VN_NP,NP_NUM,
19147,849,VN,DET,NP,NUM,P,killed,last,Nov.,1,by,VN_DET,DET_NUM,NUM_P,
19148,849,DET,NP,NUM,P,NP,last,Nov.,1,by,Barnard's,DET_NP,NP_P,P_NP,
19149,849,NP,NUM,P,NP,ADJ,Nov.,1,by,Barnard's,hit-run,NP_NUM,NUM_NP,NP_ADJ,
19150,849,NUM,P,NP,ADJ,N,1,by,Barnard's,hit-run,car,NUM_P,P_ADJ,ADJ_N,
19151,849,P,NP,ADJ,N,.,by,Barnard's,hit-run,car,.,P_NP,NP_N,N_.,
19152,849,NP,ADJ,N,.,end,Barnard's,hit-run,car,.,,NP_ADJ,ADJ_.,._end,
19153,849,ADJ,N,.,end,end,hit-run,car,.,,,ADJ_N,N_end,end_end,
19805,883,start,start,NP,V,V,,,Gladden,had,been,start_start,start_V,V_V,
19806,883,start,NP,V,V,DET,,Gladden,had,been,the,start_NP,NP_V,V_DET,
19807,883,NP,V,V,DET,N,Gladden,had,been,the,target,NP_V,V_DET,DET_N,
19808,883,V,V,DET,N,P,had,been,the,target,of,V_V,V_N,N_P,
19809,883,V,DET,N,P,VG,been,the,target,of,threatening,V_DET,DET_P,P_VG,
19810,883,DET,N,P,VG,N,the,target,of,threatening,telephone,DET_N,N_VG,VG_N,
19811,883,N,P,VG,N,N,target,of,threatening,telephone,calls,N_P,P_N,N_N,
19812,883,P,VG,N,N,P,of,threatening,telephone,calls,in,P_VG,VG_N,N_P,
19813,883,VG,N,N,P,ADJ,threatening,telephone,calls,in,recent,VG_N,N_P,P_ADJ,
19814,883,N,N,P,ADJ,N,telephone,calls,in,recent,months,N_N,N_ADJ,ADJ_N,
19815,883,N,P,ADJ,N,CNJ,calls,in,recent,months,and,N_P,P_N,N_CNJ,
19816,883,P,ADJ,N,CNJ,ADV,in,recent,months,and,reportedly,P_ADJ,ADJ_CNJ,CNJ_ADV,
19817,883,ADJ,N,CNJ,ADV,VD,recent,months,and,reportedly,received,ADJ_N,N_ADV,ADV_VD,
19818,883,N,CNJ,ADV,VD,NUM,months,and,reportedly,received,one,N_CNJ,CNJ_VD,VD_NUM,
19819,883,CNJ,ADV,VD,NUM,DET,and,reportedly,received,one,last,CNJ_ADV,ADV_NUM,NUM_DET,
19820,883,ADV,VD,NUM,DET,N,reportedly,received,one,last,night,ADV_VD,VD_DET,DET_N,
19821,883,VD,NUM,DET,N,.,received,one,last,night,.,VD_NUM,NUM_N,N_.,
19822,883,NUM,DET,N,.,end,one,last,night,.,,NUM_DET,DET_.,._end,
19823,883,DET,N,.,end,end,last,night,.,,,DET_N,N_end,end_end,
21082,935,start,start,--,DET,ADJ,,,--,The,statewide,start_start,start_DET,DET_ADJ,
21083,935,start,--,DET,ADJ,N,,--,The,statewide,meeting,start_--,--_ADJ,ADJ_N,
21084,935,--,DET,ADJ,N,P,--,The,statewide,meeting,of,--_DET,DET_N,N_P,
21085,935,DET,ADJ,N,P,N,The,statewide,meeting,of,war,DET_ADJ,ADJ_P,P_N,
21086,935,ADJ,N,P,N,N,statewide,meeting,of,war,mothers,ADJ_N,N_N,N_N,
21087,935,N,P,N,N,N,meeting,of,war,mothers,Tuesday,N_P,P_N,N_N,
21088,935,P,N,N,N,P,of,war,mothers,Tuesday,in,P_N,N_N,N_P,
21089,935,N,N,N,P,NP,war,mothers,Tuesday,in,Salem,N_N,N_P,P_NP,
21090,935,N,N,P,NP,MOD,mothers,Tuesday,in,Salem,will,N_N,N_NP,NP_MOD,
21091,935,N,P,NP,MOD,V,Tuesday,in,Salem,will,hear,N_P,P_MOD,MOD_V,
21092,935,P,NP,MOD,V,DET,in,Salem,will,hear,a,P_NP,NP_V,V_DET,
21093,935,NP,MOD,V,DET,N,Salem,will,hear,a,greeting,NP_MOD,MOD_DET,DET_N,
21094,935,MOD,V,DET,N,P,will,hear,a,greeting,from,MOD_V,V_N,N_P,
21095,935,V,DET,N,P,N,hear,a,greeting,from,Gov.,V_DET,DET_P,P_N,
21096,935,DET,N,P,N,NP,a,greeting,from,Gov.,Mark,DET_N,N_N,N_NP,
21097,935,N,P,N,NP,NP,greeting,from,Gov.,Mark,Hatfield,N_P,P_NP,NP_NP,
21098,935,P,N,NP,NP,.,from,Gov.,Mark,Hatfield,.,P_N,N_NP,NP_.,
21099,935,N,NP,NP,.,end,Gov.,Mark,Hatfield,.,,N_NP,NP_.,._end,
21100,935,NP,NP,.,end,end,Mark,Hatfield,.,,,NP_NP,NP_end,end_end,
21523,957,start,start,DET,ADJ,N,,,A,stronger,stand,start_start,start_ADJ,ADJ_N,
21524,957,start,DET,ADJ,N,P,,A,stronger,stand,on,start_DET,DET_N,N_P,
21525,957,DET,ADJ,N,P,PRO,A,stronger,stand,on,their,DET_ADJ,ADJ_P,P_PRO,
21526,957,ADJ,N,P,PRO,N,stronger,stand,on,their,beliefs,ADJ_N,N_PRO,PRO_N,
21527,957,N,P,PRO,N,CNJ,stand,on,their,beliefs,and,N_P,P_N,N_CNJ,
21528,957,P,PRO,N,CNJ,DET,on,their,beliefs,and,a,P_PRO,PRO_CNJ,CNJ_DET,
21529,957,PRO,N,CNJ,DET,ADJ,their,beliefs,and,a,firmer,PRO_N,N_DET,DET_ADJ,
21530,957,N,CNJ,DET,ADJ,N,beliefs,and,a,firmer,grasp,N_CNJ,CNJ_ADJ,ADJ_N,
21531,957,CNJ,DET,ADJ,N,P,and,a,firmer,grasp,on,CNJ_DET,DET_N,N_P,
21532,957,DET,ADJ,N,P,PRO,a,firmer,grasp,on,their,DET_ADJ,ADJ_P,P_PRO,
21533,957,ADJ,N,P,PRO,N,firmer,grasp,on,their,future,ADJ_N,N_PRO,PRO_N,
21534,957,N,P,PRO,N,V,grasp,on,their,future,were,N_P,P_N,N_V,
21535,957,P,PRO,N,V,VN,on,their,future,were,taken,P_PRO,PRO_V,V_VN,
21536,957,PRO,N,V,VN,N,their,future,were,taken,Friday,PRO_N,N_VN,VN_N,
21537,957,N,V,VN,N,P,future,were,taken,Friday,by,N_V,V_N,N_P,
21538,957,V,VN,N,P,N,were,taken,Friday,by,delegates,V_VN,VN_P,P_N,
21539,957,VN,N,P,N,P,taken,Friday,by,delegates,to,VN_N,N_N,N_P,
21540,957,N,P,N,P,DET,Friday,by,delegates,to,the,N_P,P_P,P_DET,
21541,957,P,N,P,DET,NUM,by,delegates,to,the,29th,P_N,N_DET,DET_NUM,
21542,957,N,P,DET,NUM,ADJ,delegates,to,the,29th,general,N_P,P_NUM,NUM_ADJ,
21543,957,P,DET,NUM,ADJ,N,to,the,29th,general,council,P_DET,DET_ADJ,ADJ_N,
21544,957,DET,NUM,ADJ,N,P,the,29th,general,council,of,DET_NUM,NUM_N,N_P,
21545,957,NUM,ADJ,N,P,DET,29th,general,council,of,the,NUM_ADJ,ADJ_P,P_DET,
21546,957,ADJ,N,P,DET,N,general,council,of,the,Assemblies,ADJ_N,N_DET,DET_N,
21547,957,N,P,DET,N,P,council,of,the,Assemblies,of,N_P,P_N,N_P,
21548,957,P,DET,N,P,NP,of,the,Assemblies,of,God,P_DET,DET_P,P_NP,
21549,957,DET,N,P,NP,",",the,Assemblies,of,God,",",DET_N,N_NP,"NP_,",
21550,957,N,P,NP,",",P,Assemblies,of,God,",",in,N_P,"P_,",",_P",
21551,957,P,NP,",",P,N,of,God,",",in,session,P_NP,NP_P,P_N,
21552,957,NP,",",P,N,P,God,",",in,session,at,"NP_,",",_N",N_P,
21553,957,",",P,N,P,DET,",",in,session,at,the,",_P",P_P,P_DET,
21554,957,P,N,P,DET,ADJ,in,session,at,the,Memorial,P_N,N_DET,DET_ADJ,
21555,957,N,P,DET,ADJ,NP,session,at,the,Memorial,Coliseum,N_P,P_ADJ,ADJ_NP,
21556,957,P,DET,ADJ,NP,.,at,the,Memorial,Coliseum,.,P_DET,DET_NP,NP_.,
21557,957,DET,ADJ,NP,.,end,the,Memorial,Coliseum,.,,DET_ADJ,ADJ_.,._end,
21558,957,ADJ,NP,.,end,end,Memorial,Coliseum,.,,,ADJ_NP,NP_end,end_end,
25896,1163,start,start,PRO,ADV,VD,,,He,really,crucified,start_start,start_ADV,ADV_VD,
25897,1163,start,PRO,ADV,VD,PRO,,He,really,crucified,him,start_PRO,PRO_VD,VD_PRO,
25898,1163,PRO,ADV,VD,PRO,PRO,He,really,crucified,him,he,PRO_ADV,ADV_PRO,PRO_PRO,
25899,1163,ADV,VD,PRO,PRO,VD,really,crucified,him,he,nailed,ADV_VD,VD_PRO,PRO_VD,
25900,1163,VD,PRO,PRO,VD,PRO,crucified,him,he,nailed,it,VD_PRO,PRO_VD,VD_PRO,
25901,1163,PRO,PRO,VD,PRO,P,him,he,nailed,it,for,PRO_PRO,PRO_PRO,PRO_P,
25902,1163,PRO,VD,PRO,P,DET,he,nailed,it,for,a,PRO_VD,VD_P,P_DET,
25903,1163,VD,PRO,P,DET,N,nailed,it,for,a,yard,VD_PRO,PRO_DET,DET_N,
25904,1163,PRO,P,DET,N,N,it,for,a,yard,loss,PRO_P,P_N,N_N,
25905,1163,P,DET,N,N,'',for,a,yard,loss,'',P_DET,DET_N,N_'',
25906,1163,DET,N,N,'',.,a,yard,loss,'',.,DET_N,N_'',''_.,
25907,1163,N,N,'',.,end,yard,loss,'',.,,N_N,N_.,._end,
25908,1163,N,'',.,end,end,loss,'',.,,,N_'',''_end,end_end,
27194,1216,start,start,DET,N,VD,,,The,Bears,took,start_start,start_N,N_VD,
27195,1216,start,DET,N,VD,DET,,The,Bears,took,the,start_DET,DET_VD,VD_DET,
27196,1216,DET,N,VD,DET,N,The,Bears,took,the,lead,DET_N,N_DET,DET_N,
27197,1216,N,VD,DET,N,P,Bears,took,the,lead,in,N_VD,VD_N,N_P,
27198,1216,VD,DET,N,P,DET,took,the,lead,in,the,VD_DET,DET_P,P_DET,
27199,1216,DET,N,P,DET,NUM,the,lead,in,the,first,DET_N,N_DET,DET_NUM,
27200,1216,N,P,DET,NUM,N,lead,in,the,first,inning,N_P,P_NUM,NUM_N,
27201,1216,P,DET,NUM,N,",",in,the,first,inning,",",P_DET,DET_N,"N_,",
27202,1216,DET,NUM,N,",",CNJ,the,first,inning,",",as,DET_NUM,"NUM_,",",_CNJ",
27203,1216,NUM,N,",",CNJ,PRO,first,inning,",",as,they,NUM_N,N_CNJ,CNJ_PRO,
27204,1216,N,",",CNJ,PRO,V,inning,",",as,they,did,"N_,",",_PRO",PRO_V,
27205,1216,",",CNJ,PRO,V,P,",",as,they,did,in,",_CNJ",CNJ_V,V_P,
27206,1216,CNJ,PRO,V,P,N,as,they,did,in,Sunday's,CNJ_PRO,PRO_P,P_N,
27207,1216,PRO,V,P,N,N,they,did,in,Sunday's,opener,PRO_V,V_N,N_N,
27208,1216,V,P,N,N,",",did,in,Sunday's,opener,",",V_P,P_N,"N_,",
27209,1216,P,N,N,",",CNJ,in,Sunday's,opener,",",and,P_N,"N_,",",_CNJ",
27210,1216,N,N,",",CNJ,ADV,Sunday's,opener,",",and,never,N_N,N_CNJ,CNJ_ADV,
27211,1216,N,",",CNJ,ADV,VD,opener,",",and,never,lagged,"N_,",",_ADV",ADV_VD,
27212,1216,",",CNJ,ADV,VD,.,",",and,never,lagged,.,",_CNJ",CNJ_VD,VD_.,
27213,1216,CNJ,ADV,VD,.,end,and,never,lagged,.,,CNJ_ADV,ADV_.,._end,
27214,1216,ADV,VD,.,end,end,never,lagged,.,,,ADV_VD,VD_end,end_end,
29453,1328,start,start,NP,NP,",",,,Van,Brocklin,",",start_start,start_NP,"NP_,",
29454,1328,start,NP,NP,",",DET,,Van,Brocklin,",",the,start_NP,"NP_,",",_DET",
29455,1328,NP,NP,",",DET,N,Van,Brocklin,",",the,quarterback,NP_NP,NP_DET,DET_N,
29456,1328,NP,",",DET,N,WH,Brocklin,",",the,quarterback,who,"NP_,",",_N",N_WH,
29457,1328,",",DET,N,WH,VD,",",the,quarterback,who,led,",_DET",DET_WH,WH_VD,
29458,1328,DET,N,WH,VD,DET,the,quarterback,who,led,the,DET_N,N_VD,VD_DET,
29459,1328,N,WH,VD,DET,N,quarterback,who,led,the,Eagles,N_WH,WH_DET,DET_N,
29460,1328,WH,VD,DET,N,P,who,led,the,Eagles,to,WH_VD,VD_N,N_P,
29461,1328,VD,DET,N,P,DET,led,the,Eagles,to,the,VD_DET,DET_P,P_DET,
29462,1328,DET,N,P,DET,N,the,Eagles,to,the,title,DET_N,N_DET,DET_N,
29463,1328,N,P,DET,N,",",Eagles,to,the,title,",",N_P,P_N,"N_,",
29464,1328,P,DET,N,",",V,to,the,title,",",was,P_DET,"DET_,",",_V",
29465,1328,DET,N,",",V,VN,the,title,",",was,signed,DET_N,N_V,V_VN,
29466,1328,N,",",V,VN,P,title,",",was,signed,by,"N_,",",_VN",VN_P,
29467,1328,",",V,VN,P,DET,",",was,signed,by,the,",_V",V_P,P_DET,
29468,1328,V,VN,P,DET,NP,was,signed,by,the,Vikings,V_VN,VN_DET,DET_NP,
29469,1328,VN,P,DET,NP,DET,signed,by,the,Vikings,last,VN_P,P_NP,NP_DET,
29470,1328,P,DET,NP,DET,N,by,the,Vikings,last,Wednesday,P_DET,DET_DET,DET_N,
29471,1328,DET,NP,DET,N,.,the,Vikings,last,Wednesday,.,DET_NP,NP_N,N_.,
29472,1328,NP,DET,N,.,end,Vikings,last,Wednesday,.,,NP_DET,DET_.,._end,
29473,1328,DET,N,.,end,end,last,Wednesday,.,,,DET_N,N_end,end_end,
29843,1348,start,start,NP,MOD,V,,,Stengel,will,receive,start_start,start_MOD,MOD_V,
29844,1348,start,NP,MOD,V,DET,,Stengel,will,receive,the,start_NP,NP_V,V_DET,
29845,1348,NP,MOD,V,DET,NP,Stengel,will,receive,the,Ben,NP_MOD,MOD_DET,DET_NP,
29846,1348,MOD,V,DET,NP,NP,will,receive,the,Ben,Epstein,MOD_V,V_NP,NP_NP,
29847,1348,V,DET,NP,NP,ADJ,receive,the,Ben,Epstein,Good,V_DET,DET_NP,NP_ADJ,
29848,1348,DET,NP,NP,ADJ,N,the,Ben,Epstein,Good,Guy,DET_NP,NP_ADJ,ADJ_N,
29849,1348,NP,NP,ADJ,N,N,Ben,Epstein,Good,Guy,Award,NP_NP,NP_N,N_N,
29850,1348,NP,ADJ,N,N,.,Epstein,Good,Guy,Award,.,NP_ADJ,ADJ_N,N_.,
29851,1348,ADJ,N,N,.,end,Good,Guy,Award,.,,ADJ_N,N_.,._end,
29852,1348,N,N,.,end,end,Guy,Award,.,,,N_N,N_end,end_end,
31002,1414,start,start,``,ADV,",",,,``,Nae,",",start_start,start_ADV,"ADV_,",
31003,1414,start,``,ADV,",",N,,``,Nae,",",man,start_``,"``_,",",_N",
31004,1414,``,ADV,",",N,'',``,Nae,",",man,'',``_ADV,ADV_N,N_'',
31005,1414,ADV,",",N,'',",",Nae,",",man,'',",","ADV_,",",_''","''_,",
31006,1414,",",N,'',",",VD,",",man,'',",",said,",_N","N_,",",_VD",
31007,1414,N,'',",",VD,NP,man,'',",",said,Willie,N_'',''_VD,VD_NP,
31008,1414,'',",",VD,NP,",",'',",",said,Willie,",","''_,",",_NP","NP_,",
31009,1414,",",VD,NP,",",``,",",said,Willie,",",``,",_VD","VD_,",",_``",
31010,1414,VD,NP,",",``,PRO,said,Willie,",",``,ye,VD_NP,NP_``,``_PRO,
31011,1414,NP,",",``,PRO,MOD,Willie,",",``,ye,must,"NP_,",",_PRO",PRO_MOD,
31012,1414,",",``,PRO,MOD,V,",",``,ye,must,be,",_``",``_MOD,MOD_V,
31013,1414,``,PRO,MOD,V,VG,``,ye,must,be,countin',``_PRO,PRO_V,V_VG,
31014,1414,PRO,MOD,V,VG,DET,ye,must,be,countin',the,PRO_MOD,MOD_VG,VG_DET,
31015,1414,MOD,V,VG,DET,N,must,be,countin',the,echoes,MOD_V,V_DET,DET_N,
31016,1414,V,VG,DET,N,'',be,countin',the,echoes,'',V_VG,VG_N,N_'',
31017,1414,VG,DET,N,'',.,countin',the,echoes,'',.,VG_DET,DET_'',''_.,
31018,1414,DET,N,'',.,end,the,echoes,'',.,,DET_N,N_.,._end,
31019,1414,N,'',.,end,end,echoes,'',.,,,N_'',''_end,end_end,
31031,1417,start,start,CNJ,V,EX,,,Nor,were,there,start_start,start_V,V_EX,
31032,1417,start,CNJ,V,EX,DET,,Nor,were,there,any,start_CNJ,CNJ_EX,EX_DET,
31033,1417,CNJ,V,EX,DET,N,Nor,were,there,any,rules,CNJ_V,V_DET,DET_N,
31034,1417,V,EX,DET,N,TO,were,there,any,rules,to,V_EX,EX_N,N_TO,
31035,1417,EX,DET,N,TO,V,there,any,rules,to,save,EX_DET,DET_TO,TO_V,
31036,1417,DET,N,TO,V,PRO,any,rules,to,save,him,DET_N,N_V,V_PRO,
31037,1417,N,TO,V,PRO,.,rules,to,save,him,.,N_TO,TO_PRO,PRO_.,
31038,1417,TO,V,PRO,.,end,to,save,him,.,,TO_V,V_.,._end,
31039,1417,V,PRO,.,end,end,save,him,.,,,V_PRO,PRO_end,end_end,
34846,1601,start,start,NP,NUM,V,,,Dec.,22,is,start_start,start_NUM,NUM_V,
34847,1601,start,NP,NUM,V,DET,,Dec.,22,is,the,start_NP,NP_V,V_DET,
34848,1601,NP,NUM,V,DET,N,Dec.,22,is,the,deadline,NP_NUM,NUM_DET,DET_N,
34849,1601,NUM,V,DET,N,P,22,is,the,deadline,for,NUM_V,V_N,N_P,
34850,1601,V,DET,N,P,NP,is,the,deadline,for,Mrs.,V_DET,DET_P,P_NP,
34851,1601,DET,N,P,NP,NP,the,deadline,for,Mrs.,Geraghty's,DET_N,N_NP,NP_NP,
34852,1601,N,P,NP,NP,N,deadline,for,Mrs.,Geraghty's,return,N_P,P_NP,NP_N,
34853,1601,P,NP,NP,N,.,for,Mrs.,Geraghty's,return,;,P_NP,NP_N,N_.,
34854,1601,NP,NP,N,.,.,Mrs.,Geraghty's,return,;,;,NP_NP,NP_.,._.,
34855,1601,NP,N,.,.,end,Geraghty's,return,;,;,,NP_N,N_.,._end,
34856,1601,N,.,.,end,end,return,;,;,,,N_.,._end,end_end,
37764,1740,start,start,DET,V,V,,,Some,even,boast,start_start,start_V,V_V,
37765,1740,start,DET,V,V,NUM,,Some,even,boast,two,start_DET,DET_V,V_NUM,
37766,1740,DET,V,V,NUM,N,Some,even,boast,two,pools,DET_V,V_NUM,NUM_N,
37767,1740,V,V,NUM,N,",",even,boast,two,pools,",",V_V,V_N,"N_,",
37768,1740,V,NUM,N,",",NUM,boast,two,pools,",",one,V_NUM,"NUM_,",",_NUM",
37769,1740,NUM,N,",",NUM,P,two,pools,",",one,for,NUM_N,N_NUM,NUM_P,
37770,1740,N,",",NUM,P,N,pools,",",one,for,adults,"N_,",",_P",P_N,
37771,1740,",",NUM,P,N,CNJ,",",one,for,adults,and,",_NUM",NUM_N,N_CNJ,
37772,1740,NUM,P,N,CNJ,NUM,one,for,adults,and,one,NUM_P,P_CNJ,CNJ_NUM,
37773,1740,P,N,CNJ,NUM,P,for,adults,and,one,for,P_N,N_NUM,NUM_P,
37774,1740,N,CNJ,NUM,P,N,adults,and,one,for,children,N_CNJ,CNJ_P,P_N,
37775,1740,CNJ,NUM,P,N,.,and,one,for,children,.,CNJ_NUM,NUM_N,N_.,
37776,1740,NUM,P,N,.,end,one,for,children,.,,NUM_P,P_.,._end,
37777,1740,P,N,.,end,end,for,children,.,,,P_N,N_end,end_end,
47094,2168,start,start,DET,ADJ,N,,,The,long,crisis,start_start,start_ADJ,ADJ_N,
47095,2168,start,DET,ADJ,N,P,,The,long,crisis,in,start_DET,DET_N,N_P,
47096,2168,DET,ADJ,N,P,NP,The,long,crisis,in,Laos,DET_ADJ,ADJ_P,P_NP,
47097,2168,ADJ,N,P,NP,VD,long,crisis,in,Laos,appeared,ADJ_N,N_NP,NP_VD,
47098,2168,N,P,NP,VD,VG,crisis,in,Laos,appeared,nearing,N_P,P_VD,VD_VG,
47099,2168,P,NP,VD,VG,DET,in,Laos,appeared,nearing,a,P_NP,NP_VG,VG_DET,
47100,2168,NP,VD,VG,DET,N,Laos,appeared,nearing,a,showdown,NP_VD,VD_DET,DET_N,
47101,2168,VD,VG,DET,N,N,appeared,nearing,a,showdown,today,VD_VG,VG_N,N_N,
47102,2168,VG,DET,N,N,.,nearing,a,showdown,today,.,VG_DET,DET_N,N_.,
47103,2168,DET,N,N,.,end,a,showdown,today,.,,DET_N,N_.,._end,
47104,2168,N,N,.,end,end,showdown,today,.,,,N_N,N_end,end_end,
47301,2180,start,start,DET,N,VG,,,A,note,making,start_start,start_N,N_VG,
47302,2180,start,DET,N,VG,DET,,A,note,making,the,start_DET,DET_VG,VG_DET,
47303,2180,DET,N,VG,DET,N,A,note,making,the,request,DET_N,N_DET,DET_N,
47304,2180,N,VG,DET,N,V,note,making,the,request,was,N_VG,VG_N,N_V,
47305,2180,VG,DET,N,V,VN,making,the,request,was,handed,VG_DET,DET_V,V_VN,
47306,2180,DET,N,V,VN,P,the,request,was,handed,to,DET_N,N_VN,VN_P,
47307,2180,N,V,VN,P,NP,request,was,handed,to,U.S.,N_V,V_P,P_NP,
47308,2180,V,VN,P,NP,N,was,handed,to,U.S.,Ambassador,V_VN,VN_NP,NP_N,
47309,2180,VN,P,NP,N,NP,handed,to,U.S.,Ambassador,Winthrop,VN_P,P_N,N_NP,
47310,2180,P,NP,N,NP,NP,to,U.S.,Ambassador,Winthrop,G.,P_NP,NP_NP,NP_NP,
47311,2180,NP,N,NP,NP,NP,U.S.,Ambassador,Winthrop,G.,Brown,NP_N,N_NP,NP_NP,
47312,2180,N,NP,NP,NP,.,Ambassador,Winthrop,G.,Brown,.,N_NP,NP_NP,NP_.,
47313,2180,NP,NP,NP,.,end,Winthrop,G.,Brown,.,,NP_NP,NP_.,._end,
47314,2180,NP,NP,.,end,end,G.,Brown,.,,,NP_NP,NP_end,end_end,
48392,2224,start,start,DET,ADJ,N,,,A,young,man,start_start,start_ADJ,ADJ_N,
48393,2224,start,DET,ADJ,N,V,,A,young,man,was,start_DET,DET_N,N_V,
48394,2224,DET,ADJ,N,V,VN,A,young,man,was,killed,DET_ADJ,ADJ_V,V_VN,
48395,2224,ADJ,N,V,VN,CNJ,young,man,was,killed,and,ADJ_N,N_VN,VN_CNJ,
48396,2224,N,V,VN,CNJ,NUM,man,was,killed,and,two,N_V,V_CNJ,CNJ_NUM,
48397,2224,V,VN,CNJ,NUM,N,was,killed,and,two,others,V_VN,VN_NUM,NUM_N,
48398,2224,VN,CNJ,NUM,N,VN,killed,and,two,others,injured,VN_CNJ,CNJ_N,N_VN,
48399,2224,CNJ,NUM,N,VN,P,and,two,others,injured,at,CNJ_NUM,NUM_VN,VN_P,
48400,2224,NUM,N,VN,P,N,two,others,injured,at,midnight,NUM_N,N_P,P_N,
48401,2224,N,VN,P,N,N,others,injured,at,midnight,Friday,N_VN,VN_N,N_N,
48402,2224,VN,P,N,N,WH,injured,at,midnight,Friday,when,VN_P,P_N,N_WH,
48403,2224,P,N,N,WH,DET,at,midnight,Friday,when,the,P_N,N_WH,WH_DET,
48404,2224,N,N,WH,DET,N,midnight,Friday,when,the,car,N_N,N_DET,DET_N,
48405,2224,N,WH,DET,N,PRO,Friday,when,the,car,they,N_WH,WH_N,N_PRO,
48406,2224,WH,DET,N,PRO,V,when,the,car,they,were,WH_DET,DET_PRO,PRO_V,
48407,2224,DET,N,PRO,V,VG,the,car,they,were,riding,DET_N,N_V,V_VG,
48408,2224,N,PRO,V,VG,VD,car,they,were,riding,slid,N_PRO,PRO_VG,VG_VD,
48409,2224,PRO,V,VG,VD,P,they,were,riding,slid,into,PRO_V,V_VD,VD_P,
48410,2224,V,VG,VD,P,DET,were,riding,slid,into,a,V_VG,VG_P,P_DET,
48411,2224,VG,VD,P,DET,N,riding,slid,into,a,utility,VG_VD,VD_DET,DET_N,
48412,2224,VD,P,DET,N,N,slid,into,a,utility,pole,VD_P,P_N,N_N,
48413,2224,P,DET,N,N,P,into,a,utility,pole,on,P_DET,DET_N,N_P,
48414,2224,DET,N,N,P,N,a,utility,pole,on,Lake,DET_N,N_P,P_N,
48415,2224,N,N,P,N,N,utility,pole,on,Lake,Avenue,N_N,N_N,N_N,
48416,2224,N,P,N,N,P,pole,on,Lake,Avenue,near,N_P,P_N,N_P,
48417,2224,P,N,N,P,NP,on,Lake,Avenue,near,Waddell,P_N,N_P,P_NP,
48418,2224,N,N,P,NP,N,Lake,Avenue,near,Waddell,Street,N_N,N_NP,NP_N,
48419,2224,N,P,NP,N,",",Avenue,near,Waddell,Street,",",N_P,P_N,"N_,",
48420,2224,P,NP,N,",",N,near,Waddell,Street,",",NE,P_NP,"NP_,",",_N",
48421,2224,NP,N,",",N,",",Waddell,Street,",",NE,",",NP_N,N_N,"N_,",
48422,2224,N,",",N,",",N,Street,",",NE,",",police,"N_,",",_,",",_N",
48423,2224,",",N,",",N,VD,",",NE,",",police,said,",_N",N_N,N_VD,
48424,2224,N,",",N,VD,.,NE,",",police,said,.,"N_,",",_VD",VD_.,
48425,2224,",",N,VD,.,end,",",police,said,.,,",_N",N_.,._end,
48426,2224,N,VD,.,end,end,police,said,.,,,N_VD,VD_end,end_end,
54645,2522,start,start,NP,",",NP,,,Asilomar,",",March,start_start,"start_,",",_NP",
54646,2522,start,NP,",",NP,NUM,,Asilomar,",",March,26,start_NP,NP_NP,NP_NUM,
54647,2522,NP,",",NP,NUM,end,Asilomar,",",March,26,,"NP_,",",_NUM",NUM_end,
54648,2522,",",NP,NUM,end,end,",",March,26,,,",_NP",NP_end,end_end,
56503,2608,start,start,DET,N,N,,,The,radiation,station,start_start,start_N,N_N,
56504,2608,start,DET,N,N,P,,The,radiation,station,of,start_DET,DET_N,N_P,
